year,month,cwd,pck,ppt,str,tmx,tmn,pop,latitude,longitude,elevation,taxon_name
1902,4,48.04000092,7.730000019,154.6499939,149.5,11.39000034,1.029999971,LC,39.31897,-120.65744,1362.3,Streptanthus tortuosus
1902,8,142.6000061,0,0.140000001,38.63000107,26.37999916,9.909999847,LC,39.31897,-120.65744,1362.3,Streptanthus tortuosus
1902,12,16.200000760000002,89.55999756,293.9500122,149.5,8.289999962,-1.049999952,LC,39.31897,-120.65744,1362.3,Streptanthus tortuosus
1902,2,20.07999992,229.5,580.7299805,149.5,7.139999866,0.170000002,LC,39.31897,-120.65744,1362.3,Streptanthus tortuosus
1902,1,15.38000011,0,58.27999878,149.5,8.770000458,-2.99000001,LC,39.31897,-120.65744,1362.3,Streptanthus tortuosus
1902,7,127.6200027,0,0.610000014,45.61999893,26.80999947,11.21000004,LC,39.31897,-120.65744,1362.3,Streptanthus tortuosus
1902,6,84.83000183,0,13.84000015,91.87000275,23.82999992,7.3800001140000004,LC,39.31897,-120.65744,1362.3,Streptanthus tortuosus
1902,3,28.73999977,236.3899994,210.9299927,149.5,8.8299999239999991,-2.450000048,LC,39.31897,-120.65744,1362.3,Streptanthus tortuosus
1902,5,66.69999695,0,61.20999908,147.3999939,15.09000015,2.25999999,LC,39.31897,-120.65744,1362.3,Streptanthus tortuosus
1902,11,22.75,0,232.3300018,149.5,9.640000343,0.039999999,LC,39.31897,-120.65744,1362.3,Streptanthus tortuosus
1902,10,63.79999924,0,138.3800049,149.5,17.48999977,3.450000048,LC,39.31897,-120.65744,1362.3,Streptanthus tortuosus
1902,9,111,0,0.059999999,33.13999939,25.81999969,9.93999958,LC,39.31897,-120.65744,1362.3,Streptanthus tortuosus
1903,4,53.25,263.6099854,69.63999939,149.5,12.01000023,-1.470000029,LC,39.31897,-120.65744,1362.3,Streptanthus tortuosus
1903,8,143,0,3.339999914,41.75999832,27.95999908,8.590000153,LC,39.31897,-120.65744,1362.3,Streptanthus tortuosus
1903,12,17.13999939,0,100.5699997,149.5,10.149999619999999,-1.370000005,LC,39.31897,-120.65744,1362.3,Streptanthus tortuosus
1903,2,19.73999977,348.3399963,117.4300003,149.5,6.0399999619999996,-6.5,LC,39.31897,-120.65744,1362.3,Streptanthus tortuosus
1903,1,14.14000034,266.8800049,463.4599915,149.5,8.890000343,-1.330000043,LC,39.31897,-120.65744,1362.3,Streptanthus tortuosus
1903,7,128.5200043,0,0,45.56999969,25.22999954,10.30000019,LC,39.31897,-120.65744,1362.3,Streptanthus tortuosus
1903,6,84.91999817,0,7.9600000380000004,87.87999725,23.54000092,7.860000134,LC,39.31897,-120.65744,1362.3,Streptanthus tortuosus
1903,3,22.23999977,474.9599915,430.2399902,149.5,8.109999657,-1.669999957,LC,39.31897,-120.65744,1362.3,Streptanthus tortuosus
1903,5,71.66999817,0,34.06999969,149.5,19.64999962,3.4400000570000002,LC,39.31897,-120.65744,1362.3,Streptanthus tortuosus
1903,11,25.14999962,0,614.289978,149.5,12.25,3.200000048,LC,39.31897,-120.65744,1362.3,Streptanthus tortuosus
1903,10,66.80000305,0,70.54000092,107.4199982,20.11000061,4.679999828,LC,39.31897,-120.65744,1362.3,Streptanthus tortuosus
1903,9,106.5999985,0,0.449999988,36.88000107,23.03000069,8.550000191,LC,39.31897,-120.65744,1362.3,Streptanthus tortuosus
1904,4,43.58000183,470.1300049,187.6600037,149.5,12.09000015,3.2699999809999998,LC,39.31897,-120.65744,1362.3,Streptanthus tortuosus
1904,8,146,0,11.97000027,56.90000153,27.25,11.67000008,LC,39.31897,-120.65744,1362.3,Streptanthus tortuosus
1904,12,17.22999954,13.77000046,201.1699982,149.5,10,-0.959999979,LC,39.31897,-120.65744,1362.3,Streptanthus tortuosus
1904,2,19.14999962,519.4000244,825.1799927,149.5,6.0399999619999996,-1.360000014,LC,39.31897,-120.65744,1362.3,Streptanthus tortuosus
1904,1,16,4.440000057,119.1299973,149.5,9.5,-1.50999999,LC,39.31897,-120.65744,1362.3,Streptanthus tortuosus
1904,7,141.3600006,0,2.029999971,44.93000031,26.25,13.43000031,LC,39.31897,-120.65744,1362.3,Streptanthus tortuosus
1904,6,85.91000366,0,0,79.11000061,24.54000092,8.039999962,LC,39.31897,-120.65744,1362.3,Streptanthus tortuosus
1904,3,22.15999985,776.8200073,636.7800293,149.5,6.8699998859999996,-0.600000024,LC,39.31897,-120.65744,1362.3,Streptanthus tortuosus
1904,5,73.73000336,0,27.22999954,149.5,20.56999969,4.9600000380000004,LC,39.31897,-120.65744,1362.3,Streptanthus tortuosus
1904,11,26.81999969,0,97.81999969,149.5,14.42000008,2.4000000950000002,LC,39.31897,-120.65744,1362.3,Streptanthus tortuosus
1904,10,49.81000137,0,253.4700012,149.5,16.88999939,4.5399999619999996,LC,39.31897,-120.65744,1362.3,Streptanthus tortuosus
1904,9,95.16999817,0,130.1100006,149.5,23.28000069,7.739999771,LC,39.31897,-120.65744,1362.3,Streptanthus tortuosus
1905,4,58.81000137,0,102.1900024,149.5,15.31999969,2.049999952,LC,39.31897,-120.65744,1362.3,Streptanthus tortuosus
1905,8,148.8999939,0,8.659999847,53.75999832,28.30999947,12.96000004,LC,39.31897,-120.65744,1362.3,Streptanthus tortuosus
1905,12,16.62999916,0,103.7200012,149.5,9.510000229,-2.569999933,LC,39.31897,-120.65744,1362.3,Streptanthus tortuosus
1905,2,24.43000031,0,201.1699982,149.5,11.69999981,-0.280000001,LC,39.31897,-120.65744,1362.3,Streptanthus tortuosus
1905,1,16.86000061,2.200000048,186.8699951,149.5,10.600000380000001,0.610000014,LC,39.31897,-120.65744,1362.3,Streptanthus tortuosus
1905,7,138.0599976,0,0,45.09999847,29.37000084,13.31999969,LC,39.31897,-120.65744,1362.3,Streptanthus tortuosus
1905,6,84.04000092,0,8.100000381,88.73999786,22.87000084,7.510000229,LC,39.31897,-120.65744,1362.3,Streptanthus tortuosus
1905,3,24.78000069,0,376.7000122,149.5,11.48999977,1.779999971,LC,39.31897,-120.65744,1362.3,Streptanthus tortuosus
1905,5,53.08000183,0,116.3300018,149.5,16.05999947,4.1199998859999996,LC,39.31897,-120.65744,1362.3,Streptanthus tortuosus
1905,11,29.25,0,87.08000183,137.1000061,13.93999958,1.700000048,LC,39.31897,-120.65744,1362.3,Streptanthus tortuosus
1905,10,64,0,3.299999952,59.11000061,19.43000031,5.6300001140000004,LC,39.31897,-120.65744,1362.3,Streptanthus tortuosus
1905,9,105.3899994,0,8.159999847,58.81000137,24.65999985,8.729999542,LC,39.31897,-120.65744,1362.3,Streptanthus tortuosus
1906,4,57.47000122,43.88999939,98.05999756,149.5,13.68000031,2.029999971,LC,39.31897,-120.65744,1362.3,Streptanthus tortuosus
1906,8,129.3699951,0,3.7699999809999998,45.52999878,27.43000031,12.82999992,LC,39.31897,-120.65744,1362.3,Streptanthus tortuosus
1906,12,16.299999239999998,141.0200043,495.6300049,149.5,9.56000042,-0.699999988,LC,39.31897,-120.65744,1362.3,Streptanthus tortuosus
1906,2,21.54000092,183,331.1900024,149.5,10.57999992,1.029999971,LC,39.31897,-120.65744,1362.3,Streptanthus tortuosus
1906,1,14.68999958,180,637.9000244,149.5,9.989999771,-0.180000007,LC,39.31897,-120.65744,1362.3,Streptanthus tortuosus
1906,7,93.62000275,0,0.140000001,66.55999756,29.72999954,14.30000019,LC,39.31897,-120.65744,1362.3,Streptanthus tortuosus
1906,6,55.25,0,109.6399994,149.5,19.10000038,6.409999847,LC,39.31897,-120.65744,1362.3,Streptanthus tortuosus
1906,3,22.79000092,350.8399963,631.1799927,149.5,8.289999962,-0.330000013,LC,39.31897,-120.65744,1362.3,Streptanthus tortuosus
1906,5,46.09999847,0,292.9299927,149.5,15.15999985,3.220000029,LC,39.31897,-120.65744,1362.3,Streptanthus tortuosus
