year,month,str
2014,11,149.5
2014,10,138.1100006
2014,9,82.37000275
2015,4,149.5
2015,8,39.13999939
2015,12,149.5
2015,2,149.5
2015,1,149.5
2015,7,44.68999863
2015,6,70.62999725
2015,3,149.5
2015,5,125.9700012
2015,11,149.5
2015,10,83.16999817
2015,9,36.81999969
2016,4,149.5
2016,8,37.38000107
2016,12,149.5
2016,2,149.5
2016,1,149.5
2016,7,44.77000046
2016,6,82.05999756
2016,3,149.5
2016,5,149.5
2016,11,149.5
2016,10,149.5
2016,9,33.16999817
2017,4,149.5
2017,8,39.24000168
2017,12,149.5
2017,2,149.5
2017,1,149.5
2017,7,45.38000107
2017,6,98.91000366
2017,3,149.5
2017,5,149.5
2017,11,149.5
2017,10,80.11000061
2017,9,59.31000137
2018,4,149.5
2018,8,35.52999878
2018,12,149.5
2018,2,149.5
2018,1,149.5
2018,7,43.16999817
2018,6,56.95000076
2018,3,149.5
2018,5,126.2099991
2018,11,149.5
2018,10,60.08000183
2018,9,29.87000084
2019,4,149.5
2019,8,37.56000137
2019,12,149.5
2019,2,143.2100067
2019,1,149.5
2019,7,45.15999985
2019,6,88.41000366
2019,3,149.5
2019,5,149.5
2019,11,149.5
2019,10,115.1500015
2019,9,120.9899979
2020,4,149.5
2020,8,37.52999878
2020,12,149.5
2020,2,149.5
2020,1,149.5
2020,7,44.70000076
2020,6,82.68000031
2020,3,149.5
2020,5,149.5
2020,11,149.5
2020,10,27.88999939
2020,9,31.63999939
2021,4,125.7300034
2021,8,28.65999985
2021,12,149.5
2021,2,149.5
2021,1,149.5
2021,7,36.40000153
2021,6,44.50999832
2021,3,149.5
2021,5,70.33999634
2021,11,149.5
2021,10,149.5
2021,9,59.56999969
2022,4,149.5
2022,8,38.49000168
2022,2,149.5
2022,1,149.5
2022,7,43.83000183
2022,6,65.23000336
2022,3,149.5
2022,5,108.7699966
2022,9,84.55999756
