year,month,tmn
1999,5,4.869999886
1999,11,3.630000114
1999,10,9.279999733
1999,9,12.01000023
2000,4,3.24000001
2000,8,14.57999992
2000,12,1.769999981
2000,2,-0.409999996
2000,1,-0.5
2000,7,12.31999969
2000,6,12.02000046
2000,3,0.07
2000,5,6.380000114
2000,11,-0.319999993
2000,10,5.940000057
2000,9,9.979999542
2001,4,0.219999999
2001,8,14.92000008
2001,12,-1.539999962
2001,2,-2.539999962
2001,1,-1.139999986
2001,7,14
2001,6,11.05000019
2001,3,2.029999971
2001,5,10.18999958
2001,11,2.970000029
2001,10,8.770000458
2001,9,11.78999996
2002,4,3.079999924
2002,8,14.17000008
2002,12,-0.930000007
2002,2,0.360000014
2002,1,-2.680000067
2002,7,15.43000031
2002,6,11.43000031
2002,3,-1.220000029
2002,5,5.210000038
2002,11,3.720000029
2002,10,5.949999809
2002,9,11.60000038
2003,4,-0.689999998
2003,8,13.60999966
2003,12,-0.769999981
2003,2,-1.129999995
2003,1,2.319999933
2003,7,16.12999916
2003,6,11.94999981
2003,3,0.219999999
2003,5,6.03000021
2003,11,-0.150000006
2003,10,9.960000038
2003,9,13.64999962
2004,4,3.400000095
2004,8,14.25
2004,12,0
2004,2,-2.160000086
2004,1,-1.460000038
2004,7,14.64999962
2004,6,11.43999958
2004,3,4.079999924
2004,5,5.929999828
2004,11,0.50999999
2004,10,5.679999828
2004,9,10.65999985
2005,4,0.639999986
2005,8,15.10999966
2005,12,0.850000024
2005,2,0.610000014
2005,1,-0.569999993
2005,7,16.23999977
2005,6,7.610000134
2005,3,1.00999999
2005,5,5.579999924
2005,11,3.700000048
2005,10,6.260000229
2005,9,9.220000267
2006,4,1.610000014
2006,8,13.44999981
2006,12,-0.180000007
2006,2,-0.079999998
2006,1,-1.080000043
2006,7,16.32999992
2006,6,12.46000004
2006,3,-3.299999952
2006,5,7.519999981
2006,11,2.299999952
2006,10,6.230000019
2006,9,11.43999958
2007,4,2.700000048
2007,8,14.76000023
2007,12,-2.460000038
2007,2,0.02
2007,1,-2.099999905
2007,7,15.02000046
2007,6,10.89000034
2007,3,2.579999924
2007,5,7.559999943
2007,11,4.659999847
2007,10,5.199999809
2007,9,9.579999924
2008,4,1.049999952
2008,8,15.53999996
2008,12,-1.139999986
2008,2,-0.980000019
2008,1,-2.160000086
2008,7,15.60999966
2008,6,10.94999981
2008,3,0.25999999
2008,5,6.579999924
2008,11,4.960000038
2008,10,7.829999924
2008,9,12.59000015
2009,4,1.840000033
2009,8,14.55000019
2009,12,-1.470000029
2009,2,-0.75
2009,1,1.50999999
2009,7,15.93999958
2009,6,10.03999996
2009,3,-0.469999999
2009,5,9.090000153
2009,11,3.190000057
2009,10,5.46999979
2009,9,13.84000015
2010,4,0.039999999
2010,8,13.27999973
2010,12,0.200000003
2010,2,0.059999999
2010,1,0.550000012
2010,7,15.10000038
2010,6,10.01000023
2010,3,-0.349999994
2010,5,2.549999952
2010,11,1.370000005
2010,10,7.920000076
2010,9,11.68999958
2011,4,0.839999974
2011,8,14.77999973
2011,12,0.219999999
2011,2,-2.670000076
2011,1,0.819999993
2011,7,13.27000046
2011,6,8.760000229
2011,3,-0.930000007
2011,5,3.039999962
2011,11,1.669999957
2011,10,7.670000076
2011,9,13.93999958
2012,4,2.680000067
2012,8,16.36000061
2012,12,-1.100000024
2012,2,-0.5
2012,1,1.559999943
2012,7,14.18999958
2012,6,9.949999809
2012,3,-0.360000014
2012,5,7
2012,11,3.960000038
2012,10,7.940000057
2012,9,14.15999985
2013,4,4.489999771
2013,8,14.02000046
2013,12,0
2013,2,-0.970000029
2013,1,-1.399999976
2013,7,16.79999924
2013,6,11.59000015
2013,3,2.579999924
2013,5,7.349999905
2013,11,4.440000057
2013,10,6.440000057
2013,9,10.90999985
2014,4,3.829999924
2014,8,15.34000015
2014,12,1.24000001
2014,2,1.289999962
2014,1,4.059999943
2014,7,17.19000053
2014,6,12.09000015
2014,3,2.660000086
2014,5,7.800000191
2014,11,4.170000076
2014,10,9.170000076
2014,9,12.65999985
2015,4,3.289999962
2015,8,15.31999969
2015,12,-2.160000086
2015,2,4.489999771
2015,1,3.559999943
2015,7,14.89000034
2015,6,13.65999985
2015,3,4.570000172
2015,5,6.809999943
2015,11,0.850000024
2015,10,10.03999996
2015,9,12.93999958
2016,4,4.710000038
2016,8,15.75
2016,12,-0.639999986
2016,2,2.529999971
2016,1,-0.529999971
2016,7,14.53999996
2016,6,12.43000031
2016,3,1.840000033
2016,5,6.710000038
2016,11,3.569999933
2016,10,6.460000038
2016,9,11.68999958
2017,4,1.919999957
2017,8,17.28000069
2017,12,2.309999943
2017,2,0.150000006
2017,1,-1.870000005
2017,7,16.34000015
2017,6,12.10000038
2017,3,1.889999986
2017,5,7.590000153
2017,11,3.640000105
2017,10,8.010000229
2017,9,11.68999958
2018,4,3.390000105
2018,8,15.80000019
2018,12,-0.039999999
2018,2,-0.310000002
2018,1,2.49000001
2018,7,17.57999992
2018,6,11.52000046
2018,3,-0.620000005
2018,5,7.480000019
2018,11,4.889999866
2018,10,7.940000057
2018,9,12.31999969
2019,4,4.940000057
2019,8,15.68999958
2019,12,0.839999974
2019,2,-3.99000001
2019,1,0.730000019
2019,7,14.61999989
2019,6,11.81000042
2019,3,-0.230000004
2019,5,4.909999847
2019,11,5.349999905
2019,10,5.889999866
2019,9,10.56999969
2020,4,3.920000076
2020,8,17.04999924
2020,12,1.289999962
2020,2,1.629999995
2020,1,0.310000002
2020,7,15.51000023
2020,6,10.89000034
2020,3,-0.519999981
2020,5,7.559999943
2020,11,2.869999886
2020,10,11.81999969
2020,9,15.15999985
2021,4,4.340000153
2021,8,16.76000023
2021,12,0.050000001
2021,2,-0.150000006
2021,1,0.200000003
2021,7,18.42000008
2021,6,14.23999977
2021,3,-0.790000021
2021,5,8.109999657
2021,11,5.820000172
2021,10,5.739999771
2021,9,13.56999969
2022,4,2.039999962
2022,8,16.48999977
2022,2,0.629999995
2022,1,1.75
2022,7,15.22999954
2022,6,11.01000023
2022,3,1.860000014
2022,5,5.289999962
2022,9,14.64999962
