year,month,ppt
2005,9,13.89999962
2006,4,459.4700012
2006,8,0.050000001
2006,12,248.0500031
2006,2,233.9600067
2006,1,370.519989
2006,7,0.330000013
2006,6,2.430000067
2006,3,469.7099915
2006,5,50.04999924
2006,11,188.7799988
2006,10,18.07999992
2006,9,0.639999986
2007,4,124.9000015
2007,8,1.379999995
2007,12,277.3200073
2007,2,439.0799866
2007,1,69.52999878
2007,7,0.469999999
2007,6,22.12000084
2007,3,46.88999939
2007,5,50.49000168
2007,11,52.29999924
2007,10,133.1600037
2007,9,37.40000153
2008,4,21.67000008
2008,8,0
2008,12,230.6100006
2008,2,247.9299927
2008,1,367.6600037
2008,7,0.029999999
2008,6,0
2008,3,70.83000183
2008,5,33.88000107
2008,11,182.8899994
2008,10,60.29000092
2008,9,0
2009,4,66.29000092
2009,8,2.640000105
2009,12,247.25
2009,2,374.3200073
2009,1,125.9199982
2009,7,0.449999988
2009,6,18.77000046
2009,3,254.0599976
2009,5,197.5
2009,11,65.27999878
2009,10,125.1800003
2009,9,2.450000048
2010,4,268.5700073
2010,8,2.430000067
2010,12,579.0300293
2010,2,197.3000031
2010,1,324.6799927
2010,7,0.180000007
2010,6,11.86999989
2010,3,200.5299988
2010,5,152.6399994
2010,11,294.4500122
2010,10,268.769989
2010,9,1.970000029
2011,4,123.1100006
2011,8,0
2011,12,7.400000095
2011,2,259.7200012
2011,1,76.94999695
2011,7,0
2011,6,108.4000015
2011,3,614.0900269
2011,5,122.5899963
2011,11,86.08999634
2011,10,134.1199951
2011,9,8.970000267
2012,4,264.7399902
2012,8,1.289999962
2012,12,590.1799927
2012,2,74.40000153
2012,1,237.6199951
2012,7,6.53000021
2012,6,44.93000031
2012,3,543.3599854
2012,5,18.75
2012,11,353.6199951
2012,10,112.2799988
2012,9,0.649999976
2013,4,56.20999908
2013,8,1.049999952
2013,12,45.79999924
2013,2,27.56999969
2013,1,43.5
2013,7,0.050000001
2013,6,72.54000092
2013,3,128.2200012
2013,5,45.45000076
2013,11,52.70000076
2013,10,27.19000053
2013,9,61.61999893
2014,4,116.25
2014,8,15.69999981
2014,12,434.2399902
2014,2,407.4400024
2014,1,57.33000183
2014,7,4.46999979
2014,6,0.01
2014,3,292.9599915
2014,5,33.15999985
2014,11,172.3800049
2014,10,64.51000214
2014,9,38.47000122
2015,4,102.3700027
2015,8,2.00999999
2015,12,394.2000122
2015,2,211.5
2015,1,2.359999895
2015,7,8.880000114
2015,6,18.47999954
2015,3,35.45000076
2015,5,38.22000122
2015,11,143.1399994
2015,10,46.34999847
2015,9,3.369999886
2016,4,96.19999695
2016,8,0.25999999
2016,12,381.4700012
2016,2,70.05999756
2016,1,485.3800049
2016,7,0
2016,6,6.329999924
2016,3,518.0800171
2016,5,74.80000305
2016,11,195.6399994
2016,10,409.1900024
2016,9,1.389999986
2017,4,310.269989
2017,8,1.629999995
2017,12,26.93000031
2017,2,745.6900024
2017,1,846.1799927
2017,7,0.01
2017,6,22.45999908
2017,3,213.6699982
2017,5,16.84000015
2017,11,442.769989
2017,10,24.11000061
2017,9,20.06999969
2018,4,179.1399994
2018,8,0
2018,12,129.8099976
2018,2,42.61999893
2018,1,269.2399902
2018,7,0.400000006
2018,6,2.160000086
2018,3,514.5700073
2018,5,39.97000122
2018,11,248.5899963
2018,10,30.20999908
2018,9,0
2019,4,101.8799973
2019,8,0.01
2019,12,340.8099976
2019,2,694.460022
2019,1,422.9100037
2019,7,0
2019,6,21.97999954
2019,3,271.0499878
2019,5,196.7899933
2019,11,61.31000137
2019,10,4.599999905
2019,9,83.43000031
2020,4,128.0200043
2020,8,0.610000014
2020,12,128.3999939
2020,2,0.970000029
2020,1,149.3600006
2020,7,0.140000001
2020,6,5.150000095
2020,3,240.7599945
2020,5,120.3000031
2020,11,135.0099945
2020,10,0
2020,9,0
2021,4,15.47999954
2021,8,0
2021,12,515.7700195
2021,2,130.8000031
2021,1,213.1100006
2021,7,1.090000033
2021,6,1.299999952
2021,3,134.4199982
2021,5,8.109999657
2021,11,83.12999725
2021,10,414.1499939
2021,9,30.90999985
2022,4,220.6900024
2022,8,2.390000105
2022,2,18.15999985
2022,1,40.38999939
2022,7,0.02
2022,6,49.33000183
2022,3,45.15999985
2022,5,20.10000038
2022,9,46.06999969
