year,month,cwd
2003,3,34.08000183
2003,5,61.00999832
2003,11,26.27000046
2003,10,72.15000153
2003,9,84.91999817
2004,4,60.09999847
2004,8,150.1999969
2004,12,17.22999954
2004,2,19.89999962
2004,1,15.53999996
2004,7,175.1000061
2004,6,94.12000275
2004,3,38.79999924
2004,5,73.08000183
2004,11,24.55999947
2004,10,64.69999695
2004,9,110.9000015
2005,4,45.75999832
2005,8,140.5
2005,12,16.54999924
2005,2,23.89999962
2005,1,15.59000015
2005,7,95.12000275
2005,6,56.54000092
2005,3,24.54000092
2005,5,48.27000046
2005,11,26.98999977
2005,10,63.68999863
2005,9,107.3000031
2006,4,42.04999924
2006,8,148.3999939
2006,12,17.13999939
2006,2,23.54999924
2006,1,13.78999996
2006,7,154.1100006
2006,6,90.62999725
2006,3,20.20999908
2006,5,75.51000214
2006,11,29.29999924
2006,10,66.80000305
2006,9,112.4000015
2007,4,59
2007,8,151.5
2007,12,15.64000034
2007,2,20.61000061
2007,1,15.77000046
2007,7,141.8300018
2007,6,89.01000214
2007,3,37.27999878
2007,5,76.37999725
2007,11,27.77000046
2007,10,54.38000107
2007,9,107.5999985
2008,4,56.86000061
2008,8,153.8000031
2008,12,16.52000046
2008,2,22.64999962
2008,1,13.51000023
2008,7,178.1000061
2008,6,92.94000244
2008,3,34.47999954
2008,5,73.77999878
2008,11,28.45000076
2008,10,69.30000305
2008,9,114.9000015
2009,4,57.70999908
2009,8,150.1000061
2009,12,16.17000008
2009,2,20.63999939
2009,1,17.39999962
2009,7,131.4700012
2009,6,85.41000366
2009,3,27.12999916
2009,5,52.88000107
2009,11,26.63999939
2009,10,64.69999695
2009,9,116.6999969
2010,4,40.22999954
2010,8,147
2010,12,15.88000011
2010,2,23.21999931
2010,1,15.48999977
2010,7,136.6199951
2010,6,85.62999725
2010,3,33.24000168
2010,5,44.91999817
2010,11,23.64999962
2010,10,67.69999695
2010,9,112
2011,4,48.54999924
2011,8,132.7700043
2011,12,17.67000008
2011,2,21.70000076
2011,1,17.01000023
2011,7,90.12999725
2011,6,57.49000168
2011,3,21.79999924
2011,5,45.43000031
2011,11,25.07999992
2011,10,66.41000366
2011,9,116.1999969
2012,4,44.27999878
2012,8,155.1999969
2012,12,15.11999989
2012,2,23.67000008
2012,1,17.23999977
2012,7,159.1199951
2012,6,67.25
2012,3,22.75
2012,5,74.91999817
2012,11,25.13999939
2012,10,68.80000305
2012,9,116.8000031
2013,4,61.5
2013,8,148.1999969
2013,12,17.76000023
2013,2,23.59000015
2013,1,16.15999985
2013,7,126.3199997
2013,6,63
2013,3,36.5
2013,5,74.54000092
2013,11,27.47999954
2013,10,56.83000183
2013,9,109
2014,4,55.65999985
2014,8,149.8999939
2014,12,16.34000015
2014,2,21.27000046
2014,1,18.63999939
2014,7,180.3000031
2014,6,96.41999817
2014,3,25.32999992
2014,5,75.51000214
2014,11,27.02000046
2014,10,61.52999878
2014,9,98.37000275
2015,4,59.79000092
2015,8,151.1000061
2015,12,15.06999969
2015,2,27.14999962
2015,1,18.25
2015,7,146.2899933
2015,6,93.68000031
2015,3,38.68999863
2015,5,72.75
2015,11,25.39999962
2015,10,71.19999695
2015,9,113.6999969
2016,4,61.20000076
2016,8,153
2016,12,15.88000011
2016,2,26.01000023
2016,1,13.78999996
2016,7,144.6399994
2016,6,90.02999878
2016,3,24.54000092
2016,5,72.86000061
2016,11,25.56999969
2016,10,64.90000153
2016,9,111.9000015
2017,4,42.65000153
2017,8,155.3999939
2017,12,18.72999954
2017,2,20.07999992
2017,1,13.23999977
2017,7,132.4799957
2017,6,89.15000153
2017,3,31.79000092
2017,5,75.56999969
2017,11,25.97999954
2017,10,66.29000092
2017,9,110.6999969
2018,4,45.20999908
2018,8,152.6999969
2018,12,16.87999916
2018,2,23.89999962
2018,1,17.31999969
2018,7,176.6499939
2018,6,90.58000183
2018,3,22.79000092
2018,5,74.54000092
2018,11,30.57999992
2018,10,68.5
2018,9,113.1999969
2019,4,61.08000183
2019,8,152.1000061
2019,12,16.79999924
2019,2,17.09000015
2019,1,14.68999958
2019,7,136.8899994
2019,6,79.02999878
2019,3,22.87999916
2019,5,47.38999939
2019,11,28.38999939
2019,10,55.56000137
2019,9,108.6999969
2020,4,59.90999985
2020,8,155.5
2020,12,18.03000069
2020,2,25.70999908
2020,1,16.07999992
2020,7,145.9799957
2020,6,87.83000183
2020,3,32.29000092
2020,5,54.47999954
2020,11,30.5
2020,10,75
2020,9,117.8000031
2021,4,61.75
2021,8,154.6999969
2021,12,15.88000011
2021,2,23.59000015
2021,1,16.23999977
2021,7,183.8999939
2021,6,149.8600006
2021,3,32.56999969
2021,5,77.90000153
2021,11,28.03000069
2021,10,59.68999863
2021,9,115.3000031
2022,4,43.63000107
2022,8,154.5
2022,2,24.95999908
2022,1,17.39999962
2022,7,163.3500061
2022,6,66.83000183
2022,3,35.99000168
2022,5,71.66999817
2022,9,115.9000015
