year,month,tmx
2002,6,25.19000053
2002,3,10.38000011
2002,5,18
2002,11,14.40999985
2002,10,19.97999954
2002,9,25.93000031
2003,4,8.020000458
2003,8,26.38999939
2003,12,6.380000114
2003,2,9.449999809
2003,1,11.89000034
2003,7,30.20999908
2003,6,25.62000084
2003,3,11.17000008
2003,5,18.09000015
2003,11,8.539999962
2003,10,23.80999947
2003,9,27.29000092
2004,4,15.63000011
2004,8,28.11000061
2004,12,9.069999695
2004,2,6.489999771
2004,1,7.730000019
2004,7,28.22999954
2004,6,24.93000031
2004,3,16.71999931
2004,5,18.82999992
2004,11,10.47000027
2004,10,16.37000084
2004,9,25.03000069
2005,4,12.56000042
2005,8,28.98999977
2005,12,8.840000153
2005,2,9.470000267
2005,1,7.559999943
2005,7,29.78000069
2005,6,19.97999954
2005,3,11.53999996
2005,5,16.46999931
2005,11,13.01000023
2005,10,18.32999992
2005,9,23
2006,4,11.28999996
2006,8,27.37999916
2006,12,8.890000343
2006,2,11.02999973
2006,1,7.119999886
2006,7,30.20999908
2006,6,25.89999962
2006,3,4.610000134
2006,5,20.13999939
2006,11,10.84000015
2006,10,18.48999977
2006,9,25.69000053
2007,4,14.92000008
2007,8,28.61000061
2007,12,6.03000021
2007,2,8.779999733
2007,1,9.369999886
2007,7,28.53000069
2007,6,24.54000092
2007,3,15.06999969
2007,5,21.15999985
2007,11,14.81000042
2007,10,16.22999954
2007,9,22.93000031
2008,4,13.89999962
2008,8,29.79000092
2008,12,7.690000057
2008,2,9.159999847
2008,1,5.320000172
2008,7,29.42000008
2008,6,25.21999931
2008,3,11.85999966
2008,5,18.96999931
2008,11,14.10000038
2008,10,20.20999908
2008,9,27.12000084
2009,4,14.14000034
2009,8,27.70999908
2009,12,6.96999979
2009,2,7.449999809
2009,1,11.96000004
2009,7,29.21999931
2009,6,21.93000031
2009,3,10.21000004
2009,5,21.17000008
2009,11,13.18999958
2009,10,16.56999969
2009,9,27.64999962
2010,4,9.949999809
2010,8,26.43000031
2010,12,7.130000114
2010,2,8.289999962
2010,1,7.860000134
2010,7,28.45999908
2010,6,22.21999931
2010,3,10.15999985
2010,5,13.93999958
2010,11,10.80000019
2010,10,18.04000092
2010,9,25.09000015
2011,4,11.59000015
2011,8,27.65999985
2011,12,10.63000011
2011,2,7.110000134
2011,1,11.14000034
2011,7,26.13999939
2011,6,20.36000061
2011,3,6.300000191
2011,5,14.27000046
2011,11,10.52999973
2011,10,18.72999954
2011,9,27.06999969
2012,4,13.85000038
2012,8,30.21999931
2012,12,5.78000021
2012,2,9.869999886
2012,1,11.18000031
2012,7,27.45000076
2012,6,23.17000008
2012,3,8.220000267
2012,5,19.96999931
2012,11,12.59000015
2012,10,19.48999977
2012,9,27.52000046
2013,4,16.35000038
2013,8,26.70000076
2013,12,10.98999977
2013,2,10.26000023
2013,1,9.899999619
2013,7,29.5
2013,6,24.62000084
2013,3,13.55000019
2013,5,19.13999939
2013,11,13.93000031
2013,10,18.15999985
2013,9,22.90999985
2014,4,15.06999969
2014,8,26.76000023
2014,12,7.28000021
2014,2,9.510000229
2014,1,14.31000042
2014,7,29.51000023
2014,6,24.95000076
2014,3,12.14999962
2014,5,19.88999939
2014,11,13.32999992
2014,10,20.32999992
2014,9,24.87000084
2015,4,15.28999996
2015,8,27.79000092
2015,12,5.21999979
2015,2,14.52999973
2015,1,13.26000023
2015,7,27.05999947
2015,6,26.53000069
2015,3,15.93000031
2015,5,17.52000046
2015,11,10.10999966
2015,10,20.68000031
2015,9,25.53000069
2016,4,15.68999958
2016,8,28.87999916
2016,12,7.880000114
2016,2,13.19999981
2016,1,6.630000114
2016,7,28.04999924
2016,6,25.12999916
2016,3,10.78999996
2016,5,17.78000069
2016,11,12.35000038
2016,10,15.85000038
2016,9,24.92000008
2017,4,11.96000004
2017,8,29.45999908
2017,12,12.27000046
2017,2,7.110000134
2017,1,5.710000038
2017,7,29.67000008
2017,6,24.39999962
2017,3,11.52999973
2017,5,20.18000031
2017,11,11.11999989
2017,10,20.42000008
2017,9,23.82999992
2018,4,14.64999962
2018,8,28.59000015
2018,12,8.050000191
2018,2,10.27000046
2018,1,10.47999954
2018,7,30.37000084
2018,6,24.85000038
2018,3,8.510000229
2018,5,19
2018,11,14.90999985
2018,10,19.11000061
2018,9,25.61000061
2019,4,15.35000038
2019,8,28.20999908
2019,12,7.199999809
2019,2,2.869999886
2019,1,9.050000191
2019,7,26.96999931
2019,6,24.59000015
2019,3,8.039999962
2019,5,15.61999989
2019,11,15.51000023
2019,10,17.87999916
2019,9,22.96999931
2020,4,14.88000011
2020,8,29.75
2020,12,10.85000038
2020,2,13.21000004
2020,1,8.079999924
2020,7,28.62000084
2020,6,24
2020,3,8.529999733
2020,5,18.97999954
2020,11,13.07999992
2020,10,24.21999931
2020,9,27.54000092
2021,4,16.82999992
2021,8,29.31999969
2021,12,7.300000191
2021,2,9.409999847
2021,1,8.640000343
2021,7,30.97999954
2021,6,27.37999916
2021,3,9.369999886
2021,5,20.79999924
2021,11,14.47999954
2021,10,15.40999985
2021,9,26.55999947
2022,4,13.43000031
2022,8,29.47999954
2022,2,12.18999958
2022,1,11.59000015
2022,7,28.72999954
2022,6,23.77000046
2022,3,13.23999977
2022,5,17.76000023
2022,9,26.03000069
