"","Population","treatment","mf","X3MSO","OHAlkenyl","X4MSO","Allyl","X5MSO","Butenyl","X3MT","MSOO","X4MT","Flavonol16","I3M","Flavonol17","Flavonol18","Indole","totalaliphatic","totalindole","totalGSL","logGSL","logindoles","logaliphatics","biomass","totalflavonoid","logflavonoids","shannon_diversity"
"94","RB","C",20,74.48711,0,0,46.47591,0,22.2262,66.21845,0,0,7.85904,50.15068,0,15.1502,0,209.40767,50.15068,259.55835,5.55898153282107,3.91503207363805,5.3442829262279,0.25,209.40767,5.3442829262279,1.75172528466489
"95","RB","CW",1,26.38063,0,18.50758,36.65122,0,67.4339,0,0,0,0,39.69078,0,17.7727,9.97253,148.97333,49.66331,198.63664,5.2914772260347,3.90526643110084,5.00376729663566,0.51,148.97333,5.00376729663566,1.86686287483074
"96","RB","CW",12,24.434755,0,15.15684,96.67511,6.73585,268.45463,12.063455,0,0,12.05615,169.17997,0,51.32043,36.3345,423.52064,205.51447,629.03511,6.38336182742081,5.128578351118,6.02243791819289,0.18,423.52064,6.02243791819289,1.48580967185851
"97","RB","CW",20,47.78919,0,0,150.81149,0,51.88091,58.44532,0,0,10.94036,10.09426,0,20.81754,0,308.92691,10.09426,319.02117,5.76525746421924,2.31196694546231,5.73310471170158,0.11,308.92691,5.73310471170158,1.71558025508382
"98","SC","C",7,26.043795,0,0,737.362445,7.9125,13.946055,12.75649,0,0,13.65088,13.66844,0,45.258015,27.132785,798.021285,40.801225,838.82251,6.65624062374215,3.70865673726158,6.59747276783098,0.075,798.021285,6.59747276783098,0.851181737321178
"99","SC","C",18,73.735615,0,0,385.666455,0,8.409405,65.82739,0,61.07989,18.417385,16.136005,7.856795,29.604095,17.830765,594.718755,33.96677,628.685525,6.44264417055896,3.30299574845286,6.3847837247134,0.065,594.718755,6.3847837247134,1.42855359486417
"100","SC","C",19,19.28954,0,0,495.041775,0,11.35335,51.91759,0,0,9.54595,8.96048,0,26.468225,65.114635,577.602255,74.075115,651.67737,6.46777486702001,4.27380704014765,6.34890998999769,0.125,577.602255,6.34890998999769,1.02147352732249
"101","SC","C",20,45.531905,0,0,418.858915,0,0,39.42318,0,0,10.79721,23.62215,0,13.61848,6.54662,503.814,30.16877,533.98277,6.28031365703107,3.40680614155242,6.22215203382349,0.16,503.814,6.22215203382349,0.945199441779955
"102","SC","CW",7,73.33317,0,0,416.96124,0,23.42427,44.18832,0,0,6.89831,107.3946,6.83632,31.03981,20.023125,557.907,127.417725,685.324725,6.52269054981799,4.81438040928293,6.32020659303098,0.145,557.907,6.32020659303098,1.45551821475636
"103","SC","CW",18,45.15047,0,0,1105.977965,0,24.49741,47.711465,0,7.316015,8.27618,37.423385,0,33.358885,6.204655,1230.653325,43.62804,1274.281365,7.1493834285386,3.76906539982383,7.11431954605181,0.11,1230.653325,7.11431954605181,0.748197955348292
"104","SC","CW",19,84.52549,0,0,705.7106,0,39.20021,68.832245,0,4.52264,14.54254,43.733015,6.655065,29.41169,4.4249,902.791185,48.157915,950.9491,6.85741233598827,3.62768923736223,6.80453829305926,0.1,902.791185,6.80453829305926,1.16694579775584
"105","SC","CW",20,49.37649,30.79262,0,427.9448,0,460.02368,48.42443,0,6.13023,16.59088,47.9857,3.2669,36.1909,5.1569,1022.69225,53.1426,1075.83485,6.98074805781843,3.91694950269166,6.93019238586078,0.145,1022.69225,6.93019238586078,0.979552766797018
"106","SQ1","C",2,14.278125,44.654605,0,710.311755,22.290325,338.686515,10.930135,26.52516,4.23319,19.716215,72.824145,0,32.621275,6.76124,1171.90981,79.585385,1251.495195,7.1271466866388,4.37147998389236,7.06146920943195,0.215,1171.90981,7.06146920943195,1.15124394875318
"107","SQ1","C",3,0,0,0,15.55797,0,1211.64844,0,0,12.60147,21.25885,64.34612,12.6978,51.1538,12.57433,1239.80788,76.92045,1316.72833,7.18290540104182,4.34277177093748,7.12271171111147,0.09,1239.80788,7.12271171111147,0.628987540181069
"108","SQ1","C",5,20.21799,0,0,926.49908,32.12833,15.49473,0,0,0,23.98918,23.43798,0,34.92746,0,994.34013,23.43798,1017.77811,6.92537720675112,3.15435778352092,6.90207933122388,0.2,994.34013,6.90207933122388,0.64903777230733
"109","SQ1","C",7,0,0,0,885.31683,25.44355,10.32493,0,8.46953,0,11.86886,17.68009,0,17.72002,56.28209,929.55484,73.96218,1003.51702,6.91126612873033,4.30355388147664,6.83470580488318,0.32,929.55484,6.83470580488318,0.658119766002501
"110","SQ1","CW",2,0,0,0,536.27502,0,0,0,0,0,9.96828,112.18395,0,21.18388,5.08049,536.27502,117.26444,653.53946,6.48240291379679,4.76443155539367,6.28464712649646,0.31,536.27502,6.28464712649646,0.77916119440397
"111","SQ1","CW",3,0,0,32.568145,0,17.646215,439.52457,0,18.094965,0,29.137135,28.4894,4.543495,25.5807,11.004245,507.833895,39.493645,547.32754,6.04303972846438,3.41806857081854,5.96783833257106,0.24,507.833895,5.96783833257106,1.22601447833712
"112","SQ1","CW",5,40.03468,0,0,416.20627,0,0,45.6015,0,0,11.50203,19.64931,0,76.62127,46.97392,501.84245,66.62323,568.46568,6.34294094197515,4.19905331552898,6.21828622581069,0.4,501.84245,6.21828622581069,1.26001471905028
"113","SQ1","CW",7,24.56913,0,0,1030.09973,24.66764,10.05993,25.39242,0,0,9.49866,271.70328,0,24.44686,13.68915,1114.78885,285.39243,1400.18128,7.24435699293508,5.65386518051437,7.01642029376373,0.21,1114.78885,7.01642029376373,0.945666867736696
"114","SQ2","C",9,13.74598,0,0,1635.01245,80.51949,18.9896,7.17208,18.96675,11.20803,13.6157,212.12047,0,21.82156,0,1785.61438,212.12047,1997.73485,7.59976924269434,5.35715436799342,7.48751782546998,0.16,1785.61438,7.48751782546998,0.826512335127507
"115","SQ2","C",12,26.399755,0,0,851.91806,51.85433,17.063495,14.536085,11.611725,11.787415,24.298535,68.220915,0,38.09267,3.351495,985.170865,71.57241,1056.743275,6.92100168454798,3.6459956523695,6.86240398117705,0.14,985.170865,6.86240398117705,1.02586448993759
"116","SQ2","C",14,65.291405,0,42.420515,633.601745,22.50662,54.820195,0,26.94216,0,16.9676,195.66465,0,34.39073,14.15545,845.58264,209.8201,1055.40274,6.81265893090985,5.34624561909591,6.48418248198119,0.13,845.58264,6.48418248198119,1.42956411288213
"117","SQ2","C",15,20.800295,0,0,768.2238,17.494545,6.50091,0,18.625815,4.35753,5.343245,169.17188,0,23.426255,26.135345,836.002895,195.307225,1031.31012,6.85040874555021,5.11400865646799,6.65347061502807,0.17,836.002895,6.65347061502807,0.927103593657379
"118","SQ2","C",17,0,0,6.742925,23.752735,38.776925,1080.161835,0,56.10705,7.01755,39.55716,23.439715,51.358965,63.980155,50.77152,1212.55902,74.211235,1286.770255,7.14174748616718,4.1641199773156,7.08585628534296,0.28,1212.55902,7.08585628534296,1.01425441409234
"119","SQ2","C",18,20.348265,0,0,704.78015,0,0,8.91581,22.979585,0,28.865385,56.48317,0,38.363935,28.814195,757.02381,85.297365,842.321175,6.70593658949788,4.44301145490561,6.58906053508735,0.28,757.02381,6.58906053508735,0.896022623080274
"120","SQ2","C",20,49.72086,0,0,1104.99774,35.930205,16.498995,4.25588,12.87038,8.112095,6.748245,298.127655,8.30303,21.56209,6.811285,1232.386155,304.93894,1537.325095,7.32466573087113,5.37044294797743,7.11638614025929,0.21,1232.386155,7.11638614025929,0.975558071899628
"121","SQ2","CW",9,19.69787,0,0,748.843445,14.67161,23.01941,13.407805,4.463555,3.95875,12.687055,11.476135,6.731195,17.58741,8.446055,828.062445,19.92219,847.984635,6.71644039418767,2.82863180723096,6.69436715128409,0.22,828.062445,6.69436715128409,0.697142176529459
"122","SQ2","CW",12,14.696405,19.136145,8.264185,307.91026,17.122115,226.246825,0,0,10.122155,20.895945,122.91984,22.42253,60.331025,8.960245,603.49809,131.880085,735.378175,6.57316074629637,3.90521771824498,6.39968646648046,0.3,603.49809,6.39968646648046,1.27010086948611
"123","SQ2","CW",14,47.003935,0,0,1085.090425,33.538575,13.501085,4.86088,11.819575,0,39.07312,33.5825,22.803425,58.624025,11.51321,1195.814475,45.09571,1240.910185,7.09799835746079,3.80446168401786,7.05980837703813,0.24,1195.814475,7.05980837703813,0.926602959115017
"124","SQ2","CW",15,76.489755,0,0,730.393735,42.34972,0,8.547335,7.632685,0,22.00215,111.737855,8.301345,33.31865,4.836685,865.41323,116.57454,981.98777,6.8821238794844,4.65727675190363,6.75996738151102,0.28,865.41323,6.75996738151102,1.07066144302509
"125","SQ2","CW",17,38.98315,0,0,97.11104,0,52.45895,39.98735,0,0,9.68906,16.04176,0,63.89079,56.08852,228.54049,72.13028,300.67077,5.7060158787515,4.27847392838799,5.43171339376108,0.32,228.54049,5.43171339376108,1.91586360199033
"126","SQ2","CW",18,0,0,0,741.13998,0,77.507925,21.782065,13.29156,3.4214,15.40108,273.84844,0,41.760715,4.50103,857.14293,278.34947,1135.4924,6.97496412629809,4.75046880213277,6.74228962694051,0.19,857.14293,6.74228962694051,1.07695800118298
"127","SQ2","CW",20,16.17048,28.117365,0,1296.835235,26.40389,146.929295,3.93886,22.45608,10.00916,32.116125,258.72312,6.03302,43.06314,8.326975,1550.860365,267.050095,1817.91046,7.45889153349168,5.58489915190657,7.27643619001246,0.215,1550.860365,7.27643619001246,1.20818610408585
"128","TFC","C",2,45.169345,0,39.04708,53.13191,0,140.954505,10.8401,0,0,14.0899,109.503865,0,24.01097,30.45387,289.14294,139.957735,429.100675,6.05980951183949,4.90892453736244,5.66646152085693,0.25,289.14294,5.66646152085693,1.78242160593393
"129","TFC","C",3,64.539625,0,7.40086,471.9705,10.429955,44.62031,0,0,5.617715,28.97339,102.208135,0,87.82279,9.68093,604.578965,111.889065,716.46803,6.33137368790125,4.71667814488003,6.00344903755672,0.26,604.578965,6.00344903755672,1.47643684292626
"130","TFC","CW",1,16.99352,0,27.65107,112.77805,0,416.3038,29.85018,0,23.95439,9.16117,74.94034,0,68.96446,38.56384,627.53101,113.50418,741.03519,6.60804811404702,4.73183966443715,6.44179308811159,0.29,627.53101,6.44179308811159,1.65699212225041
"131","TFC","CW",2,36.46841,0,19.745235,153.865265,0,206.461685,16.504505,17.576735,0,13.64307,76.066975,40.204875,81.121395,5.205475,450.621835,81.27245,531.894285,6.24552744911933,4.19469128208185,6.02663204282635,0.335,450.621835,6.02663204282635,1.86090703313392
"132","TFC","CW",3,0,0,27.81493,35.73802,0,387.09464,15.39573,0,25.14973,12.71755,268.4971,0,55.23009,27.0403,491.19305,295.5374,786.73045,6.66788568657317,5.68879539398128,6.19683722771003,0.44,491.19305,6.19683722771003,1.49167789807657
"133","TM2","C",3,0,0,66.72554,0,0,572.05267,0,0,0,23.39224,609.94281,0,74.41832,22.00725,638.77821,631.95006,1270.72827,7.14734545604309,6.44881037203735,6.45955730492626,0.28,638.77821,6.45955730492626,1.16638225511513
"134","TM2","C",4,0,0,0,68.07956,0,354.73969,12.11014,0,7.33754,14.80138,0,0,48.42652,20.99249,442.26693,20.99249,463.25942,6.13828719955128,3.04416475471486,6.09191361382216,0.29,442.26693,6.09191361382216,1.12523125722173
"135","TM2","C",5,15.18536,0,0,106.26087,0,674.63892,76.06673,0,8.4068,29.15818,45.84792,48.0951,67.07842,9.34602,880.55868,55.19394,935.75262,6.84135114667375,4.0108531646478,6.78055656966795,0.11,880.55868,6.78055656966795,1.39056736527687
"136","TM2","C",6,28.92895,0,0,286.65445,0,20.02888,89.06741,0,0,21.8376,0,0,17.8236,0,424.67969,0,424.67969,6.05133521418372,-Inf,6.05133521418372,0.13,424.67969,6.05133521418372,1.1919250135827
"137","TM2","C",7,0,0,20.96597,0,0,666.88116,0,32.77559,0,24.19585,0,0,16.54038,10.13019,720.62272,10.13019,730.75291,6.59407538619348,2.31552007425449,6.58011572709811,0.24,720.62272,6.58011572709811,0.605980572478147
"138","TM2","C",9,0,0,39.562665,6.130125,9.190275,507.999775,0,28.813885,0,8.032005,16.647995,0,30.168185,74.573175,591.696725,91.22117,682.917895,6.52441538296214,4.50620450872918,6.38153981429851,0.16,591.696725,6.38153981429851,1.02976624745478
"139","TM2","C",10,48.03829,0,40.8866,143.43022,0,300.46194,0,0,0,8.2824,24.97082,0,19.5652,0,532.81705,24.97082,557.78787,6.32397872881137,3.21770794315977,6.27817811946492,0.36,532.81705,6.27817811946492,1.47098242083362
"140","TM2","C",11,35.386845,0,48.677745,284.251235,0,564.30081,12.93435,53.73855,10.752365,13.26148,47.76371,0,43.48068,47.253045,1010.0419,95.016755,1105.058655,6.88962106424311,4.55405320948184,6.77279285871733,0.215,1010.0419,6.77279285871733,1.3681728083747
"141","TM2","CW",3,0,0,23.92521,22.53256,0,252.46712,21.81034,0,45.06731,13.23376,0,0,29.36211,9.71622,365.80254,9.71622,375.51876,5.92830843000949,2.27379665394656,5.90209367961773,0.14,365.80254,5.90209367961773,1.4031155921646
"142","TM2","CW",4,0,0,0,0,0,442.77219,0,0,10.25578,22.71957,11.8741,7.79533,51.43486,49.16248,453.02797,61.03658,514.06455,6.24234884122778,4.11147335657298,6.11595386750632,0.34,453.02797,6.11595386750632,0.967206512055834
"143","TM2","CW",5,0,0,0,168.49442,0,458.70181,12.6022,0,10.9399,10.41641,39.56096,0,25.10294,0,650.73833,39.56096,690.29929,6.53712525717058,3.67784277339637,6.47810761055982,0.08,650.73833,6.47810761055982,1.20358802649737
"144","TM2","CW",6,0,0,0,662.06891,19.51532,0,0,0,0,27.97562,21.76685,0,67.70444,63.04531,681.58423,84.81216,766.39639,6.64169951631153,4.44043892874402,6.52441983851036,0.5,681.58423,6.52441983851036,0.88370762542199
"145","TM2","CW",7,0,0,65.694515,46.472525,18.34035,447.57564,8.21057,0,18.871055,16.713885,31.52604,0,34.542505,24.92167,605.164655,56.44771,661.612365,6.46869407314649,4.03314771104982,6.37383136563162,0.205,605.164655,6.37383136563162,1.35403995329413
"146","TM2","CW",9,0,0,24.28499,71.87613,0,465.08566,28.85888,0,31.25725,47.2929,22.02597,9.81121,131.65541,0,621.36291,22.02597,643.38888,6.46674933147248,3.09222221171513,6.43191530737582,0.23,621.36291,6.43191530737582,1.67765704784621
"147","TM2","CW",10,0,0,0,184.92499,0,467.20676,12.94427,0,8.26966,18.11184,19.06431,0,30.92433,6.78868,673.34568,25.85299,699.19867,6.5499349221656,3.2524262615769,6.51225883819269,0.18,673.34568,6.51225883819269,1.27236273923509
"148","TM2","CW",11,0,0,0,269.796155,9.67337,269.8107,11.66863,85.46634,13.708055,11.676595,250.442415,0,31.892155,21.532155,660.12325,271.97457,932.09782,6.63016291994038,4.89123098303767,6.37162813413513,0.165,660.12325,6.37162813413513,1.40155223402162
"149","WL1","C",2,0,197.08757,0,17.34886,0,638.68549,0,0,0,10.71441,52.61631,0,28.94375,35.18685,853.12192,87.80316,940.92508,6.84686351898748,4.4750974908818,6.7489024681104,0.19,853.12192,6.7489024681104,1.10281060306262
"150","WL1","C",9,0,47.43738,0,12.07771,0,1079.81763,0,0,0,11.09161,42.06924,0,24.07632,54.38713,1139.33272,96.45637,1235.78909,7.11946498429854,4.56909078175358,7.03819803668078,0.31,1139.33272,7.03819803668078,0.669622171718528
"151","WL1","C",11,0,21.76838,0,404.249665,0,223.55757,7.0667,0,0,20.674165,10.111645,0,31.89774,85.39969,656.642315,95.511335,752.15365,6.61715420424384,3.76004107347109,6.45412237926975,0.105,656.642315,6.45412237926975,0.760244990043569
"152","WL1","CW",2,24.61815,0,0,117.79003,0,461.59506,79.61486,0,0,36.78617,0,11.78513,58.32275,14.191,683.6181,14.191,697.8091,6.5479455696536,2.6526079608524,6.52739942836312,0.23,683.6181,6.52739942836312,1.39995270604766
"153","WL1","CW",9,0,87.17975,0,0,19.770575,856.363555,0,3.62338,0,6.90565,123.364365,3.793715,19.19568,4.191005,966.93726,127.55537,1094.49263,6.95090089996973,4.6033511702394,6.77624408475591,0.26,966.93726,6.77624408475591,0.828522396927446
"154","WL1","CW",11,0,208.3349,0,31.59771,39.38322,1385.17761,0,0,15.64503,45.97405,194.74316,0,19.66807,0,1680.13847,194.74316,1874.88163,7.53630080574502,5.27168156218285,7.4266314916198,0.12,1680.13847,7.4266314916198,1.05341473799303
"155","WL2","C",1,0,129.10197,0,0,14.13412,630.24976,0,0,0,10.64434,69.08279,0,9.18423,6.63065,773.48585,75.71344,849.19929,6.74429389374773,4.32695568761715,6.65090737637456,0.15,773.48585,6.65090737637456,0.923739640854882
"156","WL2","C",10,0,50.922505,20.889365,0,5.393745,495.563645,0,0,0,8.210895,23.157515,0,11.19741,5.185735,572.76926,28.34325,601.11251,6.38247803313215,3.33032230200123,6.33406364604685,0.23,572.76926,6.33406364604685,0.807693146614946
"157","WL2","C",11,0,38.957735,70.33969,7.562755,0,514.89772,0,46.11225,7.678125,8.94137,42.061035,0,24.345935,21.186165,685.548275,63.2472,748.795475,6.59455906598609,4.07530737297506,6.50932999263525,0.12,685.548275,6.50932999263525,1.18973617083496
"158","WL2","C",12,0,73.22379,0,0,0,469.9339,0,0,0,28.35636,30.21982,0,15.17581,9.75975,543.15769,39.97957,583.13726,6.36842259603225,3.68836857363673,6.29739968293106,0.27,543.15769,6.29739968293106,0.907900349204542
"159","WL2","CW",1,0,0,44.27076,17.25258,0,146.90495,0,34.13763,62.79377,31.76365,0,10.44703,70.39075,29.74275,305.35969,29.74275,335.10244,5.81443627612529,3.39258540481359,5.72149039324128,0.13,305.35969,5.72149039324128,1.93810025416312
"160","WL2","CW",10,0,138.22919,49.04897,11.14028,0,190.21606,0,0,22.19391,23.0381,286.64935,0,21.83677,0,410.82841,286.64935,697.47776,6.54747062788251,5.65825969177812,6.01817563340411,0.19,410.82841,6.01817563340411,1.58830175039788
"161","WL2","CW",11,28.391025,82.33399,44.79641,24.60906,21.80582,283.71192,13.78,0,4.63635,31.616475,62.75921,7.853935,67.13347,26.224585,504.064575,88.983795,593.04837,6.38219836581172,3.62882194006535,6.18987292813159,0.3,504.064575,6.18987292813159,1.74597283991942
"162","WL2","CW",12,0,90.1351,0,16.15734,14.50384,658.7818,0,0,20.96882,31.78862,104.72943,0,60.89448,0,800.5469,104.72943,905.27633,6.80824023411064,4.65138016720364,6.6852951191028,0.26,800.5469,6.6852951191028,1.21775288558995
"163","WL3","C",1,0,0,0,58.73165,0,280.0354,13.85468,10.02432,9.65252,17.99688,0,0,112.41267,14.72027,372.29857,14.72027,387.01884,5.95847337401539,2.68922545552382,5.91969613988284,0.16,372.29857,5.91969613988284,1.37663906349678
"164","WL3","C",14,8.83939,0,33.13004,43.59981,12.807465,468.922745,13.253905,5.12539,15.96515,4.48179,31.85768,0,36.47856,41.64962,601.643895,73.5073,675.151195,6.47872107529515,4.2897362753896,6.34856998985818,0.135,601.643895,6.34856998985818,1.29142955607894
"165","WL3","CW",1,0,0,78.79494,0,26.85981,1023.58588,0,71.50494,35.35194,25.89827,40.50755,0,47.8175,73.94879,1236.09751,114.45634,1350.55385,7.20827004655841,4.74019344023347,7.11971452649162,0.32,1236.09751,7.11971452649162,1.1560117903125
"166","WL3","CW",14,0,224.06863,35.42372,13.48699,11.55882,442.8111,0,0,0,9.25884,396.36249,0,34.86601,9.57318,727.34926,405.93567,1133.28493,7.03287571220057,6.00619469877162,6.58940677482705,0.29,727.34926,6.58940677482705,1.43349465548817
"167","YO10","C",5,0,0,0,156.531715,0,633.72211,8.64142,19.94497,5.97467,5.61228,103.40667,0,41.750385,54.70106,824.814885,158.10773,982.922615,6.777035470569,5.05955024445026,6.55717431419688,0.325,824.814885,6.55717431419688,1.06489499009478
"168","YO10","CW",5,0,0,14.76747,18.96481,0,760.782255,14.02397,0,28.134585,6.57557,54.064205,0,52.80513,43.983435,836.67309,98.04764,934.72073,6.82804738785093,4.54401435301347,6.70764358162814,0.355,836.67309,6.70764358162814,0.960029703757797
"169","YOSE8","C",1,125.41475,0,0,430.68674,0,0,115.58228,0,0,0,12.06741,0,39.67817,14.24169,671.68377,26.3091,697.99287,6.54820888781049,3.26991488694145,6.50978764940832,0.17,671.68377,6.50978764940832,1.20653941689288
"170","YOSE8","C",5,41.83135,0,17.107135,145.82444,0,220.78195,36.390825,0,7.607175,13.269775,15.63132,0,59.411125,72.566765,469.542875,88.198085,557.74096,6.23007803310811,4.46733590548488,6.03165992890896,0.205,469.542875,6.03165992890896,1.59816844840433
"171","YOSE8","CW",1,44.99855,0,0,253.67984,0,41.04061,0,87.95624,11.72419,8.11348,15.67885,16.52942,25.52154,7.914,439.39943,23.59285,462.99228,6.13771038008113,3.16094370002637,6.08540886272618,0.09,439.39943,6.08540886272618,1.64878185333934
"172","YOSE8","CW",5,0,0,24.617865,5.99046,7.87498,462.61821,0,12.366485,9.156515,10.950565,95.79354,0,19.13938,5.689085,522.624515,101.482625,624.10714,6.37252247163928,4.36791971843362,6.21457448962715,0.18,522.624515,6.21457448962715,0.941019323460269
