X3MSO_5.2,OH.Alkenyl_6,X4MSO_7.1,Allyl_7.4,X5MSO_10.2,Butenyl_12.1,X3MT_13.6,MSOO_13.8,OH.I3M_15.1,X4MT._15.5,Flavonol_16.1,I3M_16.7,Flavonol_17.5,Flavonol_18.5,Indole_18.8,Population,treatment,mf,rep,ID
NA,NA,0.10615177,NA,-0.10060525,0.65568914,NA,NA,NA,-0.5285036,6.0231737,-0.304238826,0.362430198,1.00657685,-0.786733688,CP2,C,2,2,CP2_C_2
NA,NA,-0.971383947,NA,-0.71217623,-0.45652765,NA,NA,-0.31021609,NA,-0.67540748,0.834829379,NA,0.57347132,0.300603593,CP2,CW,2,1,CP2_CW_2
NA,NA,NA,-0.68015697,0.09216501,2.91989145,NA,1.338393108,NA,-0.3421875,0.50340486,1.840643492,-0.522285803,1.40561147,0.025046094,CP2,C,7,1,CP2_C_7
NA,-0.87708587,NA,NA,-0.85501528,-0.25488253,NA,NA,NA,NA,0.01225981,NA,0.118306,0.52206351,-0.508902379,CP2,C,7,2,CP2_C_7
NA,NA,0.83207928,-0.737099697,-0.52358534,-0.33687714,NA,NA,NA,NA,1.54532577,-0.446461167,NA,-1.13903359,-0.741440921,CP2,CW,7,1,CP2_CW_7
NA,NA,NA,-0.659646846,NA,2.41990218,NA,NA,NA,NA,-0.88909764,-0.340557773,-0.280953133,0.13387149,-0.627796733,CP2,CW,7,2,CP2_CW_7
NA,NA,-0.269182308,-0.720686236,-0.02216723,1.08290635,NA,-0.719282573,NA,NA,0.19312642,-0.258161164,-0.76602486,-1.13823279,NA,CP2,C,11,1,CP2_C_11
-0.85573361,NA,NA,-0.495172264,NA,-0.83542649,0.14033459,NA,NA,NA,-1.13053401,-0.6923874,NA,-1.11385157,-0.671853102,CP2,C,11,2,CP2_C_11
NA,NA,-0.486105964,NA,-0.59870652,0.42229544,NA,NA,NA,NA,1.86955311,-0.539127148,NA,-1.11811263,NA,CP2,CW,11,1,CP2_CW_11
NA,NA,0.755411557,NA,NA,0.25671009,NA,0.3354916211,NA,0.40504734,2.01632281,NA,-0.260842654,0.21281776,-0.622387549,CP2,CW,11,2,CP2_CW_11
NA,NA,-0.279507704,NA,NA,-0.76163657,NA,NA,NA,NA,1.31119868,-0.600324818,-0.812838751,-1.11350886,NA,CP2,C,13,1,CP2_C_13
NA,NA,0.873300968,-0.725854574,-0.91974823,0.12406548,NA,-0.799274199,NA,NA,0.08141398,-0.111583675,NA,-0.78454038,0.538080571,CP2,C,13,2,CP2_C_13
NA,NA,0.126360795,NA,NA,-0.27593743,NA,NA,NA,NA,-0.75491253,-0.504432341,NA,-0.60762272,0.277356891,CP2,CW,13,1,CP2_CW_13
-0.84810512,NA,NA,2.493311396,-0.79675342,-1.02195646,NA,NA,NA,NA,-0.59796226,-0.00654415,-0.474818461,2.13195388,0.4449827,CP2,CW,13,2,CP2_CW_13
NA,NA,0.002146334,NA,-0.49883246,-0.43964863,NA,NA,NA,NA,0.09604948,-0.568335281,NA,-0.76489769,-0.852623254,CP2,C,14,1,CP2_C_14
NA,NA,0.434288076,NA,NA,-0.59734316,NA,NA,NA,NA,0.85188561,-0.460906529,NA,0.22539047,0.74146303,CP2,C,14,2,CP2_C_14
NA,NA,-0.282328264,NA,NA,-0.62580072,NA,NA,NA,NA,-0.34977481,2.4574136,NA,0.1475158,-0.433740047,CP2,CW,14,1,CP2_CW_14
-0.04025003,NA,NA,-0.175412178,NA,NA,0.21491054,NA,NA,NA,NA,NA,-0.101291473,1.25758436,1.306848127,CP2,CW,14,2,CP2_CW_14
NA,NA,0.213484056,NA,-0.13849899,0.32199493,NA,NA,NA,NA,-0.05452601,0.416111303,NA,-0.77923775,-0.653526746,CP2,C,15,1,CP2_C_15
-0.71304487,NA,-0.138882762,-0.60511336,NA,-0.34870396,-0.46574722,-0.6139586532,NA,0.07661345,0.50975021,-0.710129426,0.010316632,0.63133152,-0.591143179,CP2,C,15,2,CP2_C_15
NA,-0.003751247,-0.358781555,NA,-0.39240295,-0.22889169,NA,NA,NA,NA,0.01725155,0.808863631,NA,-0.15500083,-0.627293171,CP2,CW,15,1,CP2_CW_15
NA,NA,NA,NA,-0.43020499,-0.01262239,NA,NA,NA,NA,-0.30028713,-0.661499914,-0.793411922,-0.71733756,0.997239861,CP2,C,17,1,CP2_C_17
0.48320069,NA,NA,0.176806157,NA,NA,-0.42430076,NA,NA,NA,-0.90511261,-0.680913457,NA,0.99858851,0.914715098,CP2,C,17,2,CP2_C_17
NA,NA,0.274364551,-0.741554816,NA,-0.61597761,NA,NA,NA,-0.65504991,-0.8489336,0.366801034,NA,-0.72290129,-0.828374476,CP2,CW,17,1,CP2_CW_17
NA,NA,-0.687344528,NA,-0.85450791,-0.31433071,NA,NA,NA,NA,0.1909685,-0.395180017,NA,-0.9974667,-0.7509783,CP2,CW,17,2,CP2_CW_17
-0.47839614,NA,-0.014705366,-0.323128803,NA,-0.14032276,-0.23432758,-0.5926495951,NA,-0.41133767,0.88792731,-0.100183782,NA,-0.63036199,-0.844675228,DPR,C,3,1,DPR_C_3
NA,NA,-0.752044159,NA,-0.59065035,0.35663144,NA,NA,NA,NA,1.77296572,-0.401603317,-0.621274366,-0.36570798,-0.751584508,DPR,C,3,2,DPR_C_3
-0.29351169,NA,-0.077405373,-0.346820873,NA,-0.19954777,-0.29661712,-0.6824674044,NA,-0.44206704,-0.87085609,3.791030263,NA,-0.28814443,-0.769324007,DPR,CW,3,1,DPR_CW_3
-0.89380749,NA,-0.936219612,-0.417583724,NA,-0.41279493,NA,NA,NA,NA,-0.49940421,2.017225762,NA,0.24688679,-0.369291752,DPR,CW,3,2,DPR_CW_3
NA,NA,0.779527303,NA,NA,-0.75871969,NA,NA,NA,1.1574771,0.51926467,-0.640608893,0.218678197,1.97361763,0.816348131,DPR,C,4,1,DPR_C_4
NA,NA,NA,-0.715948863,NA,1.14061686,NA,-0.6678708067,NA,1.36456421,-0.30229435,-0.384041168,NA,-0.59379704,0.491017136,DPR,CW,4,1,DPR_CW_4
-0.64701129,NA,-0.67186316,-0.546845157,NA,-0.61047652,-0.96545311,NA,NA,NA,-0.68123475,-0.503399091,NA,-0.52784688,NA,DPR,C,10,1,DPR_C_10
NA,NA,-0.414011869,NA,-0.38165528,0.83908305,NA,NA,NA,-0.02524634,0.57862082,-0.142172948,NA,0.42832973,-0.234200556,DPR,C,10,2,DPR_C_10
NA,NA,-0.062400916,-0.731833708,NA,1.32792563,NA,0.8583327004,NA,0.55203241,0.50616022,-0.621177592,NA,-0.29928095,0.452096505,DPR,CW,10,1,DPR_CW_10
1.23526516,NA,NA,-0.043721979,NA,NA,-0.16839358,-0.7447975204,NA,NA,NA,-0.580779782,NA,-0.96125728,-0.723035056,IH,C,1,1,IH_C_1
NA,NA,NA,-0.726523585,NA,0.77021513,NA,-0.0370011224,NA,NA,0.64553147,NA,-0.223153329,0.02221639,0.392891223,IH,C,1,2,IH_C_1
2.40709042,NA,NA,0.735218658,NA,-1.06518763,0.51788683,NA,NA,NA,NA,NA,NA,-0.80186664,0.670571925,IH,CW,1,1,IH_CW_1
0.06900609,NA,NA,1.742679638,1.93838789,-0.25338373,NA,-0.3331842428,NA,-0.34921673,0.94289629,-0.016664775,-0.242742036,3.2805636,-0.664894951,IH,CW,1,2,IH_CW_1
0.05810318,NA,NA,-0.318832792,NA,-1.05349822,-0.05361935,NA,NA,NA,NA,NA,NA,1.13731054,3.242375166,IH,C,9,1,IH_C_9
NA,NA,NA,NA,0.22203681,1.37537269,NA,NA,NA,NA,0.55134455,0.237345851,NA,0.60750971,0.043944163,IH,CW,9,1,IH_CW_9
2.09044053,NA,NA,0.486614274,NA,-1.07018495,1.22665136,NA,NA,NA,-0.26545279,-0.699196407,NA,-0.6175757,NA,IH,C,10,1,IH_C_10
4.72217965,NA,NA,3.222197794,1.77581341,-1.03505316,-1.15499297,-0.7856447592,NA,-0.57517016,0.48651602,0.761789889,1.374093098,1.77686873,-0.368367083,IH,C,10,2,IH_C_10
NA,NA,0.136473956,-0.72264587,NA,-0.52340196,NA,-0.500678374,NA,3.01201509,0.93624687,-0.411990594,NA,0.09680029,2.302280603,IH,CW,10,1,IH_CW_10
-0.45451102,NA,-0.581588768,-0.45181488,NA,-0.24513078,0.05445545,NA,NA,-0.47036508,-0.36957149,-0.154272794,NA,-0.84338306,NA,KC2,C,3,1,KC2_C_3
0.5103769,NA,0.69906488,-0.366333831,NA,-0.25452824,2.83774716,-0.8119724814,NA,1.14775812,-0.78183747,-0.344751233,NA,-0.56889613,-0.854581128,KC2,CW,3,1,KC2_CW_3
-0.61730676,1.587163925,-0.588814102,-0.229251185,NA,-0.01715127,NA,NA,NA,-0.63691559,-0.50001681,NA,NA,-0.71632069,-0.860172048,KC2,C,11,1,KC2_C_11
0.6766302,0.560517966,-0.651254649,0.001931416,NA,0.07348401,0.85554142,NA,NA,0.22166384,-0.94718757,NA,NA,-0.94757045,-0.761220327,KC2,CW,11,1,KC2_CW_11
NA,NA,NA,0.900118667,NA,-0.90976251,-0.78603612,-0.6818843268,NA,NA,-0.34395021,NA,-0.659406257,1.26851263,-0.002777675,LC,C,1,1,LC_C_1
-0.36574423,NA,NA,-0.008702917,NA,NA,1.22793652,NA,NA,NA,NA,NA,NA,0.47682106,2.633149091,LC,C,1,2,LC_C_1
-0.39899495,NA,NA,0.452150462,NA,-1.00408383,-0.27568224,-0.4404506505,NA,NA,-1.12537819,-0.486336744,NA,0.12648852,1.330912223,LC,CW,1,1,LC_CW_1
0.38822413,NA,-0.1160731,-0.566427489,NA,-0.62001617,0.97242741,NA,NA,-0.03826132,-0.81110759,-0.453562061,NA,0.1465452,-0.611893109,LC,CW,1,2,LC_CW_1
NA,NA,0.2204222,-0.679918699,NA,0.09522043,NA,0.1812863594,NA,-0.58301676,-0.43258094,-0.40602245,NA,0.79089822,4.005355761,LC,C,3,1,LC_C_3
-0.62205426,NA,-0.562063124,-0.072286427,NA,-0.24296791,-0.02727194,-0.5321557319,NA,-0.56167123,-0.61922489,0.122427335,NA,-0.60130759,-0.802601132,LC,C,7,1,LC_C_7
1.75303574,NA,-0.706307597,0.769570404,NA,-0.08683103,-0.24611498,NA,0.50228752,NA,NA,6.670276711,-0.333547103,0.63630332,-0.618033866,LC,CW,7,1,LC_CW_7
-0.25776354,NA,-0.888122105,0.152895265,NA,-0.52385935,-0.25750561,0.1293171355,NA,NA,-0.75486259,-0.191791927,NA,-0.56477642,NA,LC,C,8,1,LC_C_8
-0.15627395,NA,-0.652723548,-0.098235206,NA,-0.77340299,-0.91347526,-0.2630711447,NA,NA,-1.13339013,0.876028295,NA,-0.36857567,-0.85054885,LC,C,8,2,LC_C_8
0.91549897,NA,-0.896201871,0.244939857,-1.13611115,-0.57489377,-0.2974198,0.3300259309,3.32393313,NA,0.01632508,0.173782606,0.358711957,1.28909183,-0.860036587,LC,CW,8,1,LC_CW_8
-0.82013863,NA,-0.851086914,-0.106629119,NA,-0.4552155,-1.15061936,-0.2874603547,-0.5310294,NA,-1.00985283,1.847538411,NA,-0.50032873,-0.59617038,LC,CW,8,2,LC_CW_8
-0.21127738,NA,NA,-0.32056751,NA,-0.77727463,-0.84996582,-0.6372168251,NA,NA,NA,-0.459441488,NA,-0.39297815,0.646892336,LC,C,10,1,LC_C_10
NA,NA,-0.874427302,-0.642142082,NA,0.05126968,-0.52170713,NA,NA,-0.18747236,-0.0668092,-0.516337571,-0.445134416,1.31552962,0.892400636,LC,C,10,2,LC_C_10
1.44344549,NA,-0.520455678,0.043266569,NA,-0.34958941,-0.5948996,NA,-0.53808269,-0.59417146,-0.73140904,2.492503892,NA,0.54405514,-0.581911219,LC,CW,10,1,LC_CW_10
NA,NA,NA,0.845856382,0.46186218,-1.03578846,NA,-0.8221551373,NA,NA,-0.81563209,-0.087752581,NA,-0.75056421,0.613182325,LC,CW,10,2,LC_CW_10
NA,NA,4.153427677,-0.670653571,1.01214054,2.406162,-1.02642095,4.5749409,NA,4.42626585,0.47154078,0.243892736,-0.570062546,-0.78904126,-0.818309557,LV1,C,4,1,LV1_C_4
NA,NA,3.748911113,-0.735921544,-0.80971639,2.12549602,NA,2.131829697,NA,-0.20285406,0.8024113,-0.610774498,-0.771754941,-0.77303237,NA,LV1,C,9,1,LV1_C_9
NA,NA,1.131311229,-0.730841042,-0.1153428,2.32076869,NA,1.635051967,0.09602095,-0.34828862,-0.76032337,2.353711217,2.100051467,1.74901163,-0.735874821,LV1,C,9,2,LV1_C_9
NA,NA,-0.554861128,-0.730382457,NA,0.54088612,NA,0.0007365899,0.14220855,NA,0.46322387,-0.464261426,-0.514469132,-0.60670935,-0.717672988,LV1,CW,9,1,LV1_CW_9
NA,NA,0.539365671,NA,-1.04929542,0.75677271,NA,0.8179486107,NA,-0.18852334,-0.18013295,-0.576096298,NA,-1.09711818,-0.733799576,LV1,C,10,1,LV1_C_10
-0.61964515,NA,NA,0.089261045,NA,-0.79298171,1.12987408,NA,NA,NA,0.09866395,-0.539229596,NA,1.00991484,0.92414478,LV1,C,10,2,LV1_C_10
NA,NA,2.732247379,NA,-0.99717824,0.79366504,NA,1.282547964,-0.1229607,-0.29863293,2.13240905,-0.38561714,-0.308978795,-0.01891323,-0.604964827,LV1,CW,10,1,LV1_CW_10
NA,0.138475569,NA,-0.707317261,NA,0.06887465,NA,NA,NA,NA,-0.07418982,-0.499969569,-0.166115885,1.11990079,2.107701004,LV1,CW,10,2,LV1_CW_10
NA,NA,-0.755927817,-0.736494801,NA,1.55117568,NA,0.2639274548,NA,-0.03946689,2.03458041,NA,NA,-0.07420936,1.569366876,LV1,C,13,1,LV1_C_13
NA,NA,1.111707061,-0.699046366,NA,3.08275543,3.27622505,NA,2.70884177,0.0990861,2.74914678,0.193823777,3.589711983,3.3421389,-0.769162463,LV1,CW,13,1,LV1_CW_13
-0.73345884,NA,-0.953204473,0.411492134,NA,0.67889407,0.18542507,-0.5488889558,NA,1.17424261,-0.69528441,-0.243619034,-0.113400631,1.78991236,-0.702387353,LV1,CW,13,2,LV1_CW_13
NA,NA,-0.830555555,-0.724729357,NA,1.06761982,1.22102044,NA,NA,NA,-0.5089802,-0.710844548,NA,-0.34628074,0.448212308,LV1,C,14,1,LV1_C_14
NA,NA,-0.653716084,-0.640550844,NA,0.96139172,NA,0.3513815911,NA,-0.29337572,0.61825074,NA,2.87929983,1.65471188,0.974263239,LV1,C,14,2,LV1_C_14
NA,NA,0.389380138,-0.7022663,NA,1.99478572,NA,0.4282491136,-0.28705074,-0.0866872,1.09551467,0.217671623,2.955199758,2.11292095,-0.753407763,LV1,CW,14,1,LV1_CW_14
NA,NA,1.186349351,-0.703212176,-0.45953214,1.80548822,NA,1.795242168,NA,-0.44911935,-0.96709571,-0.556922734,-0.781321081,-0.78704129,-0.813500272,LV1,C,19,1,LV1_C_19
NA,NA,-0.858040708,-0.716125575,NA,1.06538294,NA,0.0990788176,NA,-0.39434835,0.92496327,-0.709349887,NA,-0.85588573,0.551681779,LV1,C,19,2,LV1_C_19
NA,NA,0.778547122,-0.72352614,NA,1.3900933,NA,1.383832084,-0.39900012,-0.3710318,0.80215271,-0.517623813,-0.532590047,-0.45317667,-0.629094129,LV1,CW,19,1,LV1_CW_19
2.0487516,NA,NA,-0.204768629,NA,-1.05742684,0.05007705,NA,NA,NA,-0.42966508,NA,NA,2.06133115,0.539410781,LV1,CW,19,2,LV1_CW_19
NA,0.335012525,-0.601203644,NA,-0.12783202,0.03680095,NA,NA,NA,NA,0.28465785,-0.59896733,-0.5813836,-0.54553992,-0.409248113,LV2,C,2,1,LV2_C_2
NA,NA,NA,-0.704312204,0.19668547,1.0655314,NA,NA,NA,NA,-0.38608671,-0.478846117,NA,-0.52186539,2.42149636,LV2,C,2,2,LV2_C_2
NA,NA,-0.377682849,-0.729690052,NA,0.31185362,NA,-0.4953050044,-0.47232353,NA,-0.38853175,-0.352372921,NA,-0.60522343,0.011701926,LV2,CW,2,1,LV2_CW_2
NA,1.462099805,-0.557600418,NA,0.2551136,0.35720556,NA,NA,NA,NA,-0.60234854,-0.481458357,-0.148906338,-0.14268765,-0.65265887,LV2,CW,2,2,LV2_CW_2
NA,NA,-0.84061051,NA,NA,-0.60424807,NA,NA,NA,0.422088,-0.92687549,0.593117671,NA,0.89411407,0.321140235,LV2,C,4,1,LV2_C_4
NA,NA,-0.998785908,-0.702664413,-0.84026184,2.08735127,NA,0.4418392398,-0.29549093,-0.6008321,0.62499023,-0.518481427,NA,-0.33594846,-0.351300262,LV2,CW,4,1,LV2_CW_4
NA,NA,1.420240022,-0.683112962,-0.43960232,1.64694967,NA,1.638156635,-0.53534175,-0.23575,0.53385025,2.263077873,NA,-0.1468921,NA,LV2,CW,4,2,LV2_CW_4
NA,NA,NA,-0.733523406,NA,0.25557734,NA,-0.2288186465,NA,NA,0.09228918,NA,0.295747408,0.25724378,-0.859857375,LV2,C,5,1,LV2_C_5
-0.6086008,NA,0.561059794,-0.706897018,NA,-0.66443927,0.23283396,-0.3504327395,NA,1.84144657,1.47420539,-0.654594066,-0.238662416,1.13847313,-0.678833549,LV2,C,5,2,LV2_C_5
NA,NA,-0.879461368,-0.691550427,-0.35799783,1.79649106,NA,0.7816840529,-0.22475561,NA,-0.27748274,0.209274063,NA,-0.58222307,-0.6824077,LV2,CW,5,1,LV2_CW_5
NA,NA,0.708835389,-0.672322252,-0.83000198,1.27394488,NA,0.5179533994,NA,-0.15239774,0.3567377,-0.658209648,-0.610493894,-1.014454,-0.758115663,LV2,C,8,1,LV2_C_8
NA,NA,0.689269934,-0.681246502,NA,0.87514611,1.06255269,NA,NA,NA,0.42970033,-0.677573801,NA,-0.70766725,0.370054689,LV2,C,8,2,LV2_C_8
NA,NA,-0.241827297,-0.664196403,-0.17926029,2.43478593,2.07150437,NA,0.22337263,NA,2.02998815,-0.346628221,NA,0.72221262,-0.064976981,LV2,CW,8,1,LV2_CW_8
NA,NA,NA,-0.516219782,NA,1.16019976,-1.12017981,-0.6526328236,NA,0.23446308,1.98420192,NA,NA,3.9502087,-0.706119681,LV2,CW,8,2,LV2_CW_8
NA,NA,NA,-0.717739222,NA,0.8729727,NA,NA,NA,NA,-0.92219316,-0.554415961,0.818845583,-0.08480305,0.934181513,LV2,C,9,1,LV2_C_9
3.00697703,NA,0.134765916,1.266811138,NA,-0.45721569,NA,2.12887632,NA,2.86664053,1.54522144,2.213206981,NA,1.97528896,-0.384079295,LV2,CW,9,1,LV2_CW_9
-0.75876793,NA,-0.605965621,-0.241070803,NA,0.42542724,-0.16804554,NA,NA,0.24702813,-0.95756253,-0.10427314,-0.65925725,1.74925835,-0.577682902,LV2,CW,9,2,LV2_CW_9
NA,NA,3.446565099,-0.677273893,1.02944121,4.65225622,NA,3.587046594,NA,0.51204263,0.17739857,-0.552105385,-0.600168858,-0.18040298,0.08238395,LV2,C,10,1,LV2_C_10
NA,NA,NA,1.217565317,-0.88118329,NA,NA,NA,NA,NA,NA,-0.490518126,NA,0.24149036,0.90713391,LV2,C,10,2,LV2_C_10
NA,NA,NA,-0.7374687,NA,-0.14020816,NA,-0.1482863485,NA,NA,-0.10776419,-0.576842334,NA,-0.7797465,0.887606916,LV2,CW,10,1,LV2_CW_10
NA,NA,-0.539233968,-0.616795544,NA,-0.28107634,-0.63903601,NA,NA,0.37083047,-0.54543744,0.055137505,NA,0.18871327,-0.612892659,LV2,CW,10,2,LV2_CW_10
NA,NA,NA,-0.736329496,NA,-0.20153516,NA,-0.8907831543,NA,-0.505243,-0.48195449,NA,NA,-1.01059413,-0.870008534,MtSH,C,9,1,MtSH_C_9
NA,NA,-0.779067775,-0.671218203,NA,-0.69907091,-0.35116833,NA,NA,-0.63282876,0.10434142,-0.222969933,NA,-0.78283214,0.784411312,MtSH,CW,9,1,MtSH_CW_9
NA,NA,NA,NA,NA,0.60460374,NA,NA,NA,NA,0.66759397,NA,NA,-0.48032145,0.111640156,MtSH,CW,9,2,MtSH_CW_9
-0.331513,NA,-0.277429556,-0.486178463,NA,-0.58973068,-0.37201054,NA,NA,-0.28631534,-1.23702731,-0.722413965,NA,-0.72134846,-0.755420326,RB,C,1,1,RB_C_1
NA,NA,-0.385578659,-0.716313541,NA,1.02834614,NA,0.3302300081,NA,NA,0.41516113,-0.602238688,3.521379227,1.22387836,-0.180635415,RB,C,1,2,RB_C_1
-0.57333286,NA,-0.775940806,-0.674269443,NA,-0.95254847,NA,NA,-0.60161853,NA,NA,-0.498029961,NA,-0.85320252,-0.663063704,RB,CW,1,1,RB_CW_1
1.09025348,NA,-0.038259636,-0.46436216,NA,-0.67102681,0.22064718,NA,NA,-0.54131726,-0.87881988,-0.513921455,NA,-0.22047195,0.740935069,RB,C,12,1,RB_C_12
NA,NA,NA,2.280219562,NA,-1.0473352,NA,NA,NA,-0.51862253,-0.68247689,1.594401791,NA,0.28082387,-0.731020943,RB,C,12,2,RB_C_12
0.12117022,NA,NA,-0.277954504,NA,-0.96577437,-0.45390805,NA,-0.51804066,NA,NA,-0.561049262,NA,0.23729935,1.329063727,RB,CW,12,1,RB_CW_12
NA,NA,-0.451791942,NA,-0.91449543,-0.03631049,NA,NA,NA,NA,0.36211021,1.426868434,NA,0.15431653,-0.437167378,RB,CW,12,2,RB_CW_12
0.91229464,NA,NA,-0.649421349,NA,-1.054088,1.37730855,NA,NA,NA,-1.0871964,-0.422830367,NA,-0.93520598,NA,RB,C,20,1,RB_C_20
0.22055118,NA,NA,0.187970676,NA,-1.04136198,-0.39360627,NA,NA,NA,-0.58577269,NA,NA,-0.42226676,0.651919117,SC,C,7,1,SC_C_7
NA,NA,NA,2.007895009,-0.77064103,NA,NA,NA,NA,NA,-0.55570093,-0.586846133,NA,0.43474898,-0.534229796,SC,C,7,2,SC_C_7
0.0521627,NA,NA,0.275186822,NA,-1.06948236,-0.01868873,NA,NA,NA,-1.18351181,-0.345907923,NA,-0.31705468,0.361343959,SC,CW,7,1,SC_CW_7
1.70115448,NA,NA,0.299994828,NA,-1.03331174,0.85643894,NA,0.33506178,NA,-1.16221797,0.323337194,-0.479078274,-0.55964671,-0.841841906,SC,CW,7,2,SC_CW_7
1.493501,NA,NA,0.231939228,NA,NA,1.02772778,NA,NA,NA,-0.5286663,-0.649242478,-0.786266524,-0.43530257,0.417637251,SC,C,18,1,SC_C_18
0.28467285,NA,NA,0.184944146,NA,-1.06623336,1.69286275,NA,NA,5.91884008,0.23725319,-0.685503192,-0.747704444,-0.53118611,NA,SC,C,18,2,SC_C_18
-0.26748243,NA,NA,1.938028514,NA,-1.06842529,0.23160449,NA,NA,-0.28366424,-1.05093533,-0.522926945,NA,-0.7965071,-0.560551715,SC,CW,18,1,SC_CW_18
