Date,Time,Unit,Value
12/13/21,10:30:00,C,24.5
12/13/21,11:30:00,C,24.5
12/13/21,12:30:00,C,24.5
12/13/21,1:30:00,C,24.5
12/13/21,2:30:00,C,24.5
12/13/21,3:30:00,C,24.5
12/13/21,4:30:00,C,25
12/13/21,5:30:00,C,25
12/13/21,6:30:00,C,24
12/13/21,7:30:00,C,24
12/13/21,8:30:00,C,24
12/13/21,9:30:00,C,23.5
12/13/21,10:30:00,C,24
12/13/21,11:30:00,C,24.5
12/14/21,12:30:00,C,24.5
12/14/21,1:30:00,C,24.5
12/14/21,2:30:00,C,24.5
12/14/21,3:30:00,C,24.5
12/14/21,4:30:00,C,24.5
12/14/21,5:30:00,C,24.5
12/14/21,6:30:00,C,24.5
12/14/21,7:30:00,C,24.5
12/14/21,8:30:00,C,25
12/14/21,9:30:00,C,24.5
12/14/21,10:30:00,C,25
12/14/21,11:30:00,C,25
12/14/21,12:30:00,C,25
12/14/21,1:30:00,C,25
12/14/21,2:30:00,C,25
12/14/21,3:30:00,C,25
12/14/21,4:30:00,C,25
12/14/21,5:30:00,C,25
12/14/21,6:30:00,C,24
12/14/21,7:30:00,C,24
12/14/21,8:30:00,C,24
12/14/21,9:30:00,C,24
12/14/21,10:30:00,C,24
12/14/21,11:30:00,C,24.5
12/15/21,12:30:00,C,25
12/15/21,1:30:00,C,25
12/15/21,2:30:00,C,25
12/15/21,3:30:00,C,25
12/15/21,4:30:00,C,25
12/15/21,5:30:00,C,25
12/15/21,6:30:00,C,25
12/15/21,7:30:00,C,25
12/15/21,8:30:00,C,25
12/15/21,9:30:00,C,25
12/15/21,10:30:00,C,25
12/15/21,11:30:00,C,24.5
12/15/21,12:30:00,C,24.5
12/15/21,1:30:00,C,24.5
12/15/21,2:30:00,C,25
12/15/21,3:30:00,C,24.5
12/15/21,4:30:00,C,24.5
12/15/21,5:30:00,C,25
12/15/21,6:30:00,C,24
12/15/21,7:30:00,C,24
12/15/21,8:30:00,C,24
12/15/21,9:30:00,C,24
12/15/21,10:30:00,C,23.5
12/15/21,11:30:00,C,24.5
12/16/21,12:30:00,C,24.5
12/16/21,1:30:00,C,24.5
12/16/21,2:30:00,C,24.5
12/16/21,3:30:00,C,24.5
12/16/21,4:30:00,C,24.5
12/16/21,5:30:00,C,24.5
12/16/21,6:30:00,C,24.5
12/16/21,7:30:00,C,24.5
12/16/21,8:30:00,C,24.5
12/16/21,9:30:00,C,24.5
12/16/21,10:30:00,C,24.5
12/16/21,11:30:00,C,24.5
12/16/21,12:30:00,C,24.5
12/16/21,1:30:00,C,24.5
12/16/21,2:30:00,C,24.5
12/16/21,3:30:00,C,24.5
12/16/21,4:30:00,C,24.5
12/16/21,5:30:00,C,24.5
12/16/21,6:30:00,C,24
12/16/21,7:30:00,C,24
12/16/21,8:30:00,C,23.5
12/16/21,9:30:00,C,23.5
12/16/21,10:30:00,C,24
12/16/21,11:30:00,C,24.5
12/17/21,12:30:00,C,24.5
12/17/21,1:30:00,C,24.5
12/17/21,2:30:00,C,24.5
12/17/21,3:30:00,C,24.5
12/17/21,4:30:00,C,24.5
12/17/21,5:30:00,C,24.5
12/17/21,6:30:00,C,24.5
12/17/21,7:30:00,C,24.5
12/17/21,8:30:00,C,24.5
12/17/21,9:30:00,C,25
12/17/21,10:30:00,C,24.5
12/17/21,11:30:00,C,24.5
12/17/21,12:30:00,C,24.5
12/17/21,1:30:00,C,25
12/17/21,2:30:00,C,25
12/17/21,3:30:00,C,25
12/17/21,4:30:00,C,25
12/17/21,5:30:00,C,25
12/17/21,6:30:00,C,24
12/17/21,7:30:00,C,24
12/17/21,8:30:00,C,24
12/17/21,9:30:00,C,24
12/17/21,10:30:00,C,23.5
12/17/21,11:30:00,C,24.5
12/18/21,12:30:00,C,24.5
12/18/21,1:30:00,C,24.5
12/18/21,2:30:00,C,25
12/18/21,3:30:00,C,24.5
12/18/21,4:30:00,C,24.5
12/18/21,5:30:00,C,24.5
12/18/21,6:30:00,C,24.5
12/18/21,7:30:00,C,24.5
12/18/21,8:30:00,C,25
12/18/21,9:30:00,C,25
12/18/21,10:30:00,C,24.5
12/18/21,11:30:00,C,24.5
12/18/21,12:30:00,C,24.5
12/18/21,1:30:00,C,24.5
12/18/21,2:30:00,C,25
12/18/21,3:30:00,C,24.5
12/18/21,4:30:00,C,24.5
12/18/21,5:30:00,C,24.5
12/18/21,6:30:00,C,24
12/18/21,7:30:00,C,24
12/18/21,8:30:00,C,23.5
12/18/21,9:30:00,C,23.5
12/18/21,10:30:00,C,24
12/18/21,11:30:00,C,24.5
12/19/21,12:30:00,C,24.5
12/19/21,1:30:00,C,24.5
12/19/21,2:30:00,C,24.5
12/19/21,3:30:00,C,24.5
12/19/21,4:30:00,C,24.5
12/19/21,5:30:00,C,24.5
12/19/21,6:30:00,C,24.5
12/19/21,7:30:00,C,24.5
12/19/21,8:30:00,C,25
12/19/21,9:30:00,C,24.5
12/19/21,10:30:00,C,24.5
12/19/21,11:30:00,C,24.5
12/19/21,12:30:00,C,25
12/19/21,1:30:00,C,25
12/19/21,2:30:00,C,24.5
12/19/21,3:30:00,C,24.5
12/19/21,4:30:00,C,24.5
12/19/21,5:30:00,C,25
12/19/21,6:30:00,C,24
12/19/21,7:30:00,C,24
12/19/21,8:30:00,C,24
12/19/21,9:30:00,C,24
12/19/21,10:30:00,C,23.5
12/19/21,11:30:00,C,24.5
12/20/21,12:30:00,C,24.5
12/20/21,1:30:00,C,24.5
12/20/21,2:30:00,C,24.5
12/20/21,3:30:00,C,24.5
12/20/21,4:30:00,C,24.5
12/20/21,5:30:00,C,24.5
12/20/21,6:30:00,C,24.5
12/20/21,7:30:00,C,25
12/20/21,8:30:00,C,24.5
12/20/21,9:30:00,C,24.5
12/20/21,10:30:00,C,25
12/20/21,11:30:00,C,25
12/20/21,12:30:00,C,25
12/20/21,1:30:00,C,25
12/20/21,2:30:00,C,25
12/20/21,3:30:00,C,25
12/20/21,4:30:00,C,25
12/20/21,5:30:00,C,25
12/20/21,6:30:00,C,24
12/20/21,7:30:00,C,24
12/20/21,8:30:00,C,23.5
12/20/21,9:30:00,C,24
12/20/21,10:30:00,C,24
12/20/21,11:30:00,C,25
12/21/21,12:30:00,C,25
12/21/21,1:30:00,C,25
12/21/21,2:30:00,C,25
12/21/21,3:30:00,C,25
12/21/21,4:30:00,C,25
12/21/21,5:30:00,C,25
12/21/21,6:30:00,C,25
12/21/21,7:30:00,C,25
12/21/21,8:30:00,C,25
12/21/21,9:30:00,C,25
12/21/21,10:30:00,C,22
