"","Population","treatment","biomass","Rack","Location","mf","rep","leaf_type","X3MSO_5.2","OH.Alkenyl_6","X4MSO_7.1","Allyl_7.4","X5MSO_10.2","Butenyl_12.1","X3MT_13.6","MSOO_13.8","OH.I3M_15.1","X4MT._15.5","Flavonol_16.1","I3M_16.7","Flavonol_17.5","Flavonol_18.5","Indole_18.8","key"
"145","LV2","C",0.16,"D6",4,10,1,"induced",0,0,0,784.66394,14.01665,0,0,0,0,0,0,40.73564,0,52.78137,47.2972,"D6 4"
"146","LV2","C",0.11,"D1",20,10,2,"induced",0,0,172.29904,35.46329,45.27237,2562.82007,0,209.30177,0,28.42655,22.04085,32.16915,11.22656,39.28907,27.69233,"D1 20"
"147","LV2","CW",0.3,"D5",40,10,1,"induced",0,0,27.12888,59.37583,0,366.38852,19.87164,0,0,25.97847,13.9346,116.6337,0,51.09354,11.16513,"D5 40"
"148","LV2","CW",0.09,"D2",12,10,2,"induced",0,0,0,11.66286,0,429.10623,0,40.17714,0,0,18.84289,28.72836,0,20.12185,46.83303,"D2 12"
"149","MtSH","C",0.15,"D1",41,9,1,"induced",0,0,0,12.11329,0,401.80206,0,6.55912,0,10.7907,14.64653,0,0,12.73926,5.05331,"D1 41"
"150","MtSH","CW",0.13,"D2",24,9,1,"induced",0,0,18.39369,37.85765,0,180.28786,26.48844,0,0,8.57885,21.22155,77.9503,0,20.02317,44.38,"D2 24"
"151","MtSH","CW",0.28,"D3",38,9,2,"induced",0,0,0,0,0,760.71338,0,0,0,0,27.53815,0,0,29.69757,28.38777,"D3 38"
"152","RB","C",0.16,"D1",38,1,1,"induced",34.21106,0,36.66428,111.02053,0,228.96861,26.00937,0,0,14.58607,6.17876,8.48005,0,21.98944,7.77715,"D1 38"
"153","RB","C",0.17,"D4",32,1,2,"induced",0,0,32.72529,20.0274,0,949.37311,0,61.84292,0,0,24.70724,25.19585,94.48354,84.19849,21.44018,"D4 32"
"154","RB","CW",0.51,"D3",2,1,1,"induced",26.38063,0,18.50758,36.65122,0,67.4339,0,0,6.25629,0,0,39.69078,0,17.7727,9.97253,"D3 2"
"155","RB","C",0.14,"D4",33,12,1,"induced",0,0,0,1204.8269,0,25.2327,0,0,0,10.55875,12.39777,330.73792,0,54.03927,8.35714,"D4 33"
"156","RB","C",0.12,"D3",13,12,2,"induced",80.24964,0,45.37529,119.64648,0,192.77373,39.63194,0,0,10.16531,10.19588,37.48035,0,38.00765,43.34654,"D3 13"
"157","RB","CW",0.26,"D3",22,12,1,"induced",48.86951,0,0,193.35022,0,61.54543,24.12691,0,9.76658,0,0,30.9251,0,52.64734,57.32676,"D3 22"
"158","RB","CW",0.1,"D4",45,12,2,"induced",0,0,30.31368,0,13.4717,475.36383,0,0,0,0,24.1123,307.43484,0,49.99352,15.34224,"D4 45"
"159","RB","C",0.25,"D3",6,20,1,"induced",74.48711,0,0,46.47591,0,22.2262,66.21845,0,0,0,7.85904,50.15068,0,15.1502,0,"D3 6"
"160","RB","CW",0.11,"D6",21,20,2,"induced",47.78919,0,0,150.81149,0,51.88091,58.44532,0,19.38067,0,10.94036,10.09426,0,20.81754,0,"D6 21"
"161","SC","C",0.09,"D3",12,7,1,"induced",52.08759,0,0,377.57242,0,27.89211,25.51298,0,0,0,13.48226,0,0,31.55418,41.23057,"D3 12"
"162","SC","C",0.06,"D6",9,7,2,"induced",0,0,0,1097.15247,15.825,0,0,0,0,0,13.8195,27.33688,0,58.96185,13.035,"D6 9"
"163","SC","CW",0.15,"D3",39,7,1,"induced",100.03138,0,0,421.86566,0,31.47626,54.24597,0,45.59708,0,7.01771,153.93898,13.67264,27.16072,5.72285,"D3 39"
"164","SC","CW",0.14,"D2",44,7,2,"induced",46.63496,0,0,412.05682,0,15.37228,34.13067,0,0,0,6.77891,60.85022,0,34.9189,34.3234,"D2 44"
"165","SC","C",0.07,"D6",20,18,1,"induced",54.16393,0,0,376.37576,0,16.81881,73.47164,0,0,122.15978,22.71209,13.61416,8.24628,28.0709,0,"D6 20"
"166","SC","C",0.06,"D3",9,18,2,"induced",93.3073,0,0,394.95715,0,0,58.18314,0,0,0,14.12268,18.65785,7.46731,31.13729,35.66153,"D3 9"
"167","SC","CW",0.1,"D3",27,18,1,"induced",54.01649,0,0,1142.42798,0,33.15191,55.53913,0,13.53547,0,8.28667,38.61904,0,47.13193,0,"D3 27"
"168","SC","CW",0.12,"D2",25,18,2,"induced",36.28445,0,0,1069.52795,0,15.84291,39.8838,0,0,14.63203,8.26569,36.22773,0,19.58584,12.40931,"D2 25"
"169","SC","C",0.15,"D2",4,19,1,"induced",18.17465,0,0,452.31512,0,0,25.93255,0,0,0,6.0813,7.90948,0,18.52443,47.92609,"D2 4"
"170","SC","C",0.1,"D6",24,19,2,"induced",20.40443,0,0,537.76843,0,22.7067,77.90263,0,0,0,13.0106,10.01148,0,34.41202,82.30318,"D6 24"
"171","SC","CW",0.07,"D4",1,19,1,"induced",66.09306,0,0,793.48242,0,40.10754,42.50298,0,0,0,11.92142,9.25007,0,23.82084,8.8498,"D4 1"
"172","SC","CW",0.13,"D6",27,19,2,"induced",102.95792,0,0,617.93878,0,38.29288,95.16151,0,44.14586,9.04528,17.16366,78.21596,13.31013,35.00254,0,"D6 27"
"173","SC","C",0.16,"D3",42,20,1,"induced",50.26302,0,0,440.00131,0,0,18.83926,0,0,0,15.08541,23.90671,0,19.95772,6.30765,"D3 42"
"174","SC","C",0.16,"D2",6,20,2,"induced",40.80079,0,0,397.71652,0,0,60.0071,0,0,0,6.50901,23.33759,0,7.27924,6.78559,"D2 6"
"175","SC","CW",0.12,"D4",39,20,1,"induced",0,61.58524,0,42.83333,0,920.04736,0,0,0,0,25.59414,25.52615,6.5338,42.57584,10.3138,"D4 39"
"176","SC","CW",0.17,"D3",14,20,2,"induced",98.75298,0,0,813.05627,0,0,96.84886,0,47.73675,12.26046,7.58762,70.44525,0,29.80596,0,"D3 14"
"177","SQ1","C",0.16,"D4",42,2,1,"induced",0,89.30921,0,501.53,14.01386,667.93585,0,15.0946,0,0,23.26021,74.27368,0,37.3548,13.52248,"D4 42"
"178","SQ1","C",0.27,"D1",27,2,2,"induced",28.55625,0,0,919.09351,30.56679,9.43718,21.86027,37.95572,0,8.46638,16.17222,71.37461,0,27.88775,0,"D1 27"
"179","SQ1","CW",0.31,"D3",44,2,1,"induced",0,0,0,536.27502,0,0,0,0,14.36691,0,9.96828,112.18395,0,21.18388,5.08049,"D3 44"
"180","SQ1","C",0.09,"D5",8,3,1,"induced",0,0,0,15.55797,0,1211.64844,0,0,0,12.60147,21.25885,64.34612,12.6978,51.1538,12.57433,"D5 8"
"181","SQ1","CW",0.26,"D3",47,3,1,"induced",0,0,52.8986,0,0,743.21387,0,36.18993,20.80879,0,42.32788,56.9788,0,30.09777,7.59196,"D3 47"
"182","SQ1","CW",0.22,"D5",13,3,2,"induced",0,0,12.23769,0,35.29243,135.83527,0,0,0,0,15.94639,0,9.08699,21.06363,14.41653,"D5 13"
"183","SQ1","C",0.2,"D3",24,5,1,"induced",20.21799,0,0,926.49908,32.12833,15.49473,0,0,0,0,23.98918,23.43798,0,34.92746,0,"D3 24"
"184","SQ1","CW",0.4,"D5",27,5,2,"induced",40.03468,0,0,416.20627,0,0,45.6015,0,0,0,11.50203,19.64931,0,76.62127,46.97392,"D5 27"
"185","SQ1","C",0.32,"D2",1,7,1,"induced",0,0,0,885.31683,25.44355,10.32493,0,8.46953,0,0,11.86886,17.68009,0,17.72002,56.28209,"D2 1"
"186","SQ1","CW",0.21,"D2",5,7,2,"induced",24.56913,0,0,1030.09973,24.66764,10.05993,25.39242,0,0,0,9.49866,271.70328,0,24.44686,13.68915,"D2 5"
"187","SQ2","C",0.16,"D1",19,9,1,"induced",13.74598,0,0,1635.01245,80.51949,18.9896,7.17208,18.96675,14.12206,11.20803,13.6157,212.12047,0,21.82156,0,"D1 19"
"188","SQ2","CW",0.39,"D5",38,9,1,"induced",25.53666,0,0,593.83698,0,0,26.81561,0,0,0,0,0,13.46239,22.10063,9.40888,"D5 38"
"189","SQ2","CW",0.05,"D2",2,9,2,"induced",13.85908,0,0,903.84991,29.34322,46.03882,0,8.92711,0,7.9175,25.37411,22.95227,0,13.07419,7.48323,"D2 2"
"190","SQ2","C",0.09,"D6",34,12,1,"induced",37.51688,0,0,622.29425,31.17315,19.67863,11.8191,9.95405,0,13.41839,33.15689,11.12311,0,49.31821,0,"D6 34"
"191","SQ2","C",0.19,"D1",40,12,2,"induced",15.28263,0,0,1081.54187,72.53551,14.44836,17.25307,13.2694,0,10.15644,15.44018,125.31872,0,26.86713,6.70299,"D1 40"
"192","SQ2","CW",0.17,"D2",18,12,1,"induced",29.39281,0,0,601.66418,11.40157,0,0,0,14.43037,8.15172,16.78591,245.83968,27.30966,26.77597,8.21304,"D2 18"
"193","SQ2","CW",0.43,"D5",46,12,2,"induced",0,38.27229,16.52837,14.15634,22.84266,452.49365,0,0,0,12.09259,25.00598,0,17.5354,93.88608,9.70745,"D5 46"
"194","SQ2","C",0.07,"D6",16,14,1,"induced",73.1967,0,84.84103,59.67419,0,92.73213,0,0,0,0,12.27633,180.85385,0,53.22643,28.3109,"D6 16"
"195","SQ2","C",0.19,"D1",5,14,2,"induced",57.38611,0,0,1207.5293,45.01324,16.90826,0,53.88432,5.87268,0,21.65887,210.47545,0,15.55503,0,"D1 5"
"196","SQ2","CW",0.34,"D2",8,14,1,"induced",41.23554,0,0,845.30609,16.7428,9.75285,9.72176,0,0,0,35.27674,30.5481,15.23528,67.70325,10.36231,"D2 8"
"197","SQ2","CW",0.14,"D1",21,14,2,"induced",52.77233,0,0,1324.87476,50.33435,17.24932,0,23.63915,0,0,42.8695,36.6169,30.37157,49.5448,12.66411,"D1 21"
"198","SQ2","C",0.16,"D1",35,15,1,"induced",0,0,0,496.17709,20.70114,0,0,6.80186,0,0,0,49.73274,0,23.45775,43.21574,"D1 35"
"199","SQ2","C",0.18,"D2",37,15,2,"induced",41.60059,0,0,1040.27051,14.28795,13.00182,0,30.44977,0,8.71506,10.68649,288.61102,0,23.39476,9.05495,"D2 37"
"200","SQ2","CW",0.21,"D3",29,15,1,"induced",136.20453,0,0,557.86572,84.69944,0,17.09467,0,0,0,24.54576,66.66208,16.60269,42.10771,0,"D3 29"
"201","SQ2","CW",0.35,"D2",30,15,2,"induced",16.77498,0,0,902.92175,0,0,0,15.26537,0,0,19.45854,156.81363,0,24.52959,9.67337,"D2 30"
"202","SQ2","C",0.21,"D5",22,17,1,"induced",0,0,13.48585,47.50547,33.039,1212.23547,0,112.2141,0,0,19.802,20.14065,79.50632,68.26844,91.05952,"D5 22"
"203","SQ2","C",0.35,"D5",6,17,2,"induced",0,0,0,0,44.51485,948.0882,0,0,0,14.0351,59.31232,26.73878,23.21161,59.69187,10.48352,"D5 6"
"204","SQ2","CW",0.32,"D5",32,17,1,"induced",38.98315,0,0,97.11104,0,52.45895,39.98735,0,0,0,9.68906,16.04176,0,63.89079,56.08852,"D5 32"
"205","SQ2","C",0.16,"D1",48,18,1,"induced",0,0,0,518.49469,0,0,17.83162,9.95044,0,0,8.2778,44.48451,0,15.93163,47.55331,"D1 48"
"206","SQ2","C",0.4,"D2",38,18,2,"induced",40.69653,0,0,891.06561,0,0,0,36.00873,0,0,49.45297,68.48183,0,60.79624,10.07508,"D2 38"
"207","SQ2","CW",0.2,"D6",33,18,1,"induced",0,0,0,533.63525,0,142.55228,43.56413,9.17468,8.46615,0,15.25612,25.15751,0,50.97179,0,"D6 33"
"208","SQ2","CW",0.18,"D2",33,18,2,"induced",0,0,0,948.64471,0,12.46357,0,17.40844,7.94471,6.8428,15.54604,522.53937,0,32.54964,9.00206,"D2 33"
"209","SQ2","C",0.15,"D1",47,20,1,"induced",52.59094,0,0,1145.7749,21.08889,17.56382,0,17.44213,17.46635,9.16538,5.45549,513.66235,16.60606,26.84755,7.56526,"D1 47"
"210","SQ2","C",0.27,"D1",33,20,2,"induced",46.85078,0,0,1064.22058,50.77152,15.43417,8.51176,8.29863,0,7.05881,8.041,82.59296,0,16.27663,6.05731,"D1 33"
"211","SQ2","CW",0.19,"D6",26,20,1,"induced",11.20983,0,0,912.91083,22.48764,20.94236,0,12.29782,32.62615,9.98201,40.05146,280.55392,0,58.7043,5.495,"D6 26"
"212","SQ2","CW",0.24,"D1",8,20,2,"induced",21.13113,56.23473,0,1680.75964,30.32014,272.91623,7.87772,32.61434,45.00288,10.03631,24.18079,236.89232,12.06604,27.42198,11.15895,"D1 8"
"213","TFC","C",NA,"D1",29,1,1,"induced",9.91459,0,92.22476,14.21159,0,195.07928,12.42685,9.40664,5.43054,22.10736,12.70533,63.38177,0,14.4873,6.40564,"D1 29"
"214","TFC","CW",0.29,"D5",18,1,1,"induced",16.99352,0,27.65107,112.77805,0,416.3038,29.85018,0,0,23.95439,9.16117,74.94034,0,68.96446,38.56384,"D5 18"
"215","TFC","C",0.32,"D4",9,2,1,"induced",72.18227,0,50.09686,42.52314,0,111.42523,21.6802,0,0,0,9.26218,43.98367,0,27.39306,60.90774,"D4 9"
"216","TFC","C",0.18,"D3",11,2,2,"induced",18.15642,0,27.9973,63.74068,0,170.48378,0,0,0,0,18.91762,175.02406,0,20.62888,0,"D3 11"
"217","TFC","CW",0.38,"D3",20,2,1,"induced",37.05444,0,39.49047,48.1398,0,138.83954,0,9.89365,188.76886,0,16.46571,128.23106,52.82243,64.83763,0,"D3 20"
"218","TFC","CW",0.29,"D4",20,2,2,"induced",35.88238,0,0,259.59073,0,274.08383,33.00901,25.25982,0,0,10.82043,23.90289,27.58732,97.40516,10.41095,"D4 20"
"219","TFC","C",0.27,"D3",3,3,1,"induced",20.67509,0,14.80172,47.24062,0,72.82439,0,0,0,0,13.57413,108.6055,0,18.15023,7.83968,"D3 3"
"220","TFC","C",0.25,"D5",17,3,2,"induced",108.40416,0,0,896.70038,20.85991,16.41623,0,0,0,11.23543,44.37265,95.81077,0,157.49535,11.52218,"D5 17"
"221","TFC","CW",0.44,"D5",41,3,1,"induced",0,0,27.81493,35.73802,0,387.09464,15.39573,0,0,25.14973,12.71755,268.4971,0,55.23009,27.0403,"D5 41"
"222","TM2","C",0.28,"D5",36,3,1,"induced",0,0,66.72554,0,0,572.05267,0,0,0,0,23.39224,609.94281,0,74.41832,22.00725,"D5 36"
"223","TM2","CW",0.14,"D4",11,3,1,"induced",0,0,23.92521,22.53256,0,252.46712,21.81034,0,0,45.06731,13.23376,0,0,29.36211,9.71622,"D4 11"
"224","TM2","C",0.29,"D1",39,4,1,"induced",0,0,0,68.07956,0,354.73969,12.11014,0,0,7.33754,14.80138,0,0,48.42652,20.99249,"D1 39"
"225","TM2","CW",0.34,"D4",38,4,1,"induced",0,0,0,0,0,442.77219,0,0,0,10.25578,22.71957,11.8741,7.79533,51.43486,49.16248,"D4 38"
"226","TM2","C",0.11,"D4",47,5,1,"induced",15.18536,0,0,106.26087,0,674.63892,76.06673,0,0,8.4068,29.15818,45.84792,48.0951,67.07842,9.34602,"D4 47"
"227","TM2","CW",0.08,"D3",15,5,1,"induced",0,0,0,168.49442,0,458.70181,12.6022,0,23.53554,10.9399,10.41641,39.56096,0,25.10294,0,"D3 15"
"228","TM2","C",0.13,"D6",28,6,1,"induced",28.92895,0,0,286.65445,0,20.02888,89.06741,0,0,0,21.8376,0,0,17.8236,0,"D6 28"
"229","TM2","CW",0.5,"D6",7,6,1,"induced",0,0,0,662.06891,19.51532,0,0,0,0,0,27.97562,21.76685,0,67.70444,63.04531,"D6 7"
"230","TM2","C",0.24,"D4",22,7,1,"induced",0,0,20.96597,0,0,666.88116,0,32.77559,0,0,24.19585,0,0,16.54038,10.13019,"D4 22"
"231","TM2","CW",0.12,"D5",3,7,1,"induced",0,0,94.30883,0,36.6807,309.18973,0,0,0,15.06297,21.10706,22.69039,0,36.14654,34.78889,"D5 3"
"232","TM2","CW",0.29,"D2",48,7,2,"induced",0,0,37.0802,92.94505,0,585.96155,16.42114,0,0,22.67914,12.32071,40.36169,0,32.93847,15.05445,"D2 48"
"233","TM2","C",0.17,"D4",15,9,1,"induced",0,0,0,12.26025,18.38055,592.94489,0,0,0,0,16.06401,33.29599,0,39.44908,68.74369,"D4 15"
"234","TM2","C",0.15,"D6",19,9,2,"induced",0,0,79.12533,0,0,423.05466,0,57.62777,0,0,0,0,0,20.88729,80.40266,"D6 19"
"235","TM2","CW",0.23,"D6",29,9,2,"induced",0,0,24.28499,71.87613,0,465.08566,28.85888,0,127.5673,31.25725,47.2929,22.02597,9.81121,131.65541,0,"D6 29"
"236","TM2","C",0.36,"D3",8,10,1,"induced",48.03829,0,40.8866,143.43022,0,300.46194,0,0,15.70026,0,8.2824,24.97082,0,19.5652,0,"D3 8"
"237","TM2","CW",0.18,"D1",26,10,1,"induced",0,0,0,184.92499,0,467.20676,12.94427,0,45.22648,8.26966,18.11184,19.06431,0,30.92433,6.78868,"D1 26"
"238","TM2","C",0.28,"D4",5,11,1,"induced",42.23251,0,97.35549,202.36172,0,1115.31506,25.8687,12.10653,33.43277,21.50473,12.49886,85.75535,0,44.32329,9.28654,"D4 5"
"239","TM2","C",0.15,"D4",23,11,2,"induced",28.54118,0,0,366.14075,0,13.28656,0,95.37057,0,0,14.0241,9.77207,0,42.63807,85.21955,"D4 23"
"240","TM2","CW",0.21,"D4",8,11,1,"induced",0,0,0,490.5155,19.34674,275.05652,0,170.93268,0,10.09293,12.59403,500.88483,0,48.97874,8.26044,"D4 8"
"241","TM2","CW",0.12,"D2",11,11,2,"induced",0,0,0,49.07681,0,264.56488,23.33726,0,0,17.32318,10.75916,0,0,14.80557,34.80387,"D2 11"
"242","WL1","C",0.19,"D3",35,2,1,"induced",0,197.08757,0,17.34886,0,638.68549,0,0,0,0,10.71441,52.61631,0,28.94375,35.18685,"D3 35"
"243","WL1","CW",0.23,"D5",9,2,1,"induced",24.61815,0,0,117.79003,0,461.59506,79.61486,0,0,0,36.78617,0,11.78513,58.32275,14.191,"D5 9"
"244","WL1","C",0.31,"D2",19,9,1,"induced",0,47.43738,0,12.07771,0,1079.81763,0,0,0,0,11.09161,42.06924,0,24.07632,54.38713,"D2 19"
"245","WL1","CW",0.28,"D2",20,9,1,"induced",0,27.42556,0,0,0,531.78265,0,0,0,0,0,198.58801,7.58743,23.82895,8.38201,"D2 20"
"246","WL1","CW",0.24,"D1",15,9,2,"induced",0,146.93394,0,0,39.54115,1180.94446,0,7.24676,0,0,13.8113,48.14072,0,14.56241,0,"D1 15"
"247","WL1","C",0.05,"D6",39,11,1,"induced",0,43.53676,0,0,0,447.11514,0,0,0,0,26.73073,20.22329,0,47.87858,160.59746,"D6 39"
"248","WL1","C",0.16,"D5",43,11,2,"induced",0,0,0,808.49933,0,0,14.1334,0,0,0,14.6176,0,0,15.9169,10.20192,"D5 43"
"249","WL1","CW",0.12,"D6",30,11,1,"induced",0,208.3349,0,31.59771,39.38322,1385.17761,0,0,7.92084,15.64503,45.97405,194.74316,0,19.66807,0,"D6 30"
"250","WL2","C",0.15,"D2",15,1,1,"induced",0,129.10197,0,0,14.13412,630.24976,0,0,0,0,10.64434,69.08279,0,9.18423,6.63065,"D2 15"
"251","WL2","CW",0.13,"D4",31,1,2,"induced",0,0,44.27076,17.25258,0,146.90495,0,34.13763,0,62.79377,31.76365,0,10.44703,70.39075,29.74275,"D4 31"
"252","WL2","C",0.21,"D3",1,10,1,"induced",0,32.92039,17.41817,0,0,419.48306,0,0,0,0,9.69219,13.25102,0,6.70989,10.37147,"D3 1"
"253","WL2","C",0.25,"D1",18,10,2,"induced",0,68.92462,24.36056,0,10.78749,571.64423,0,0,0,0,6.7296,33.06401,0,15.68493,0,"D1 18"
"254","WL2","CW",0.19,"D6",37,10,1,"induced",0,138.22919,49.04897,11.14028,0,190.21606,0,0,0,22.19391,23.0381,286.64935,0,21.83677,0,"D6 37"
"255","WL2","C",0.14,"D2",22,11,1,"induced",0,77.91547,37.96326,0,0,430.99686,0,0,0,0,9.88404,34.14459,0,17.81812,5.97904,"D2 22"
"256","WL2","C",0.1,"D4",46,11,2,"induced",0,0,102.71612,15.12551,0,598.79858,0,92.2245,0,15.35625,7.9987,49.97748,0,30.87375,36.39329,"D4 46"
"257","WL2","CW",0.32,"D4",3,11,1,"induced",0,164.66798,21.68218,0,43.61164,391.90387,0,0,0,9.2727,42.12585,0,15.70787,63.66779,8.36614,"D4 3"
"258","WL2","CW",0.28,"D5",21,11,2,"induced",56.78205,0,67.91064,49.21812,0,175.51997,27.56,0,0,0,21.1071,125.51842,0,70.59915,44.08303,"D5 21"
"259","WL2","C",0.27,"D2",40,12,1,"induced",0,73.22379,0,0,0,469.9339,0,0,0,0,28.35636,30.21982,0,15.17581,9.75975,"D2 40"
"260","WL2","CW",0.26,"D6",36,12,1,"induced",0,90.1351,0,16.15734,14.50384,658.7818,0,0,0,20.96882,31.78862,104.72943,0,60.89448,0,"D6 36"
"261","WL3","C",0.16,"D4",44,1,1,"induced",0,0,0,58.73165,0,280.0354,13.85468,10.02432,0,9.65252,17.99688,0,0,112.41267,14.72027,"D4 44"
"262","WL3","CW",0.32,"D4",36,1,1,"induced",0,0,78.79494,0,26.85981,1023.58588,0,71.50494,0,35.35194,25.89827,40.50755,0,47.8175,73.94879,"D4 36"
"263","WL3","C",0.21,"D5",14,14,1,"induced",17.67878,0,20.21354,87.19962,0,605.63318,26.50781,0,0,31.9303,8.96358,33.45518,0,47.76357,30.99535,"D5 14"
"264","WL3","C",0.06,"D1",7,14,2,"induced",0,0,46.04654,0,25.61493,332.21231,0,10.25078,0,0,0,30.26018,0,25.19355,52.30389,"D1 7"
"265","WL3","CW",0.29,"D2",41,14,1,"induced",0,224.06863,35.42372,13.48699,11.55882,442.8111,0,0,0,0,9.25884,396.36249,0,34.86601,9.57318,"D2 41"
"266","YO10","C",0.34,"D6",11,5,1,"induced",0,0,0,296.65546,0,41.67213,17.28284,39.88994,0,0,0,43.73999,0,74.14562,100.74377,"D6 11"
"267","YO10","C",0.31,"D2",32,5,2,"induced",0,0,0,16.40797,0,1225.77209,0,0,0,11.94934,11.22456,163.07335,0,9.35515,8.65835,"D2 32"
"268","YO10","CW",0.28,"D2",14,5,1,"induced",0,0,0,17.74281,0,985.07318,0,0,9.83162,6.63309,0,62.65413,0,10.11559,7.74185,"D2 14"
"269","YO10","CW",0.43,"D5",24,5,2,"induced",0,0,29.53494,20.18681,0,536.49133,28.04794,0,0,49.63608,13.15114,45.47428,0,95.49467,80.22502,"D5 24"
"270","YOSE8","C",0.17,"D5",4,1,1,"induced",125.41475,0,0,430.68674,0,0,115.58228,0,0,0,0,12.06741,0,39.67817,14.24169,"D5 4"
"271","YOSE8","CW",0.09,"D4",24,1,1,"induced",44.99855,0,0,253.67984,0,41.04061,0,87.95624,0,11.72419,8.11348,15.67885,16.52942,25.52154,7.914,"D4 24"
"272","YOSE8","C",0.22,"D4",7,5,1,"induced",34.48925,0,34.21427,124.04211,0,441.5639,36.99097,0,0,15.21435,12.77162,31.26264,0,43.78922,70.65614,"D4 7"
"273","YOSE8","C",0.19,"D5",44,5,2,"induced",49.17345,0,0,167.60677,0,0,35.79068,0,0,0,13.76793,0,0,75.03303,74.47739,"D5 44"
"274","YOSE8","CW",0.16,"D3",18,5,1,"induced",0,0,0,0,0,370.4628,0,0,0,0,12.83112,31.47488,0,24.39286,6.15817,"D3 18"
"275","YOSE8","CW",0.2,"D1",25,5,2,"induced",0,0,49.23573,11.98092,15.74996,554.77362,0,24.73297,0,18.31303,9.07001,160.1122,0,13.8859,5.22,"D1 25"
