Run Index,Plate,Directory,SampleName,Plate Position,Rack,Location,leaf_type,3MSO_5.2,OH-Alkenyl_6,4MSO_7.1,Allyl_7.4,5MSO_10.2,Butenyl_12.1,Junk_13,3MT_13.6,MSOO_13.8,OH I3M_15.1,4MT _15.5,Flavonol_16.1,I3M_16.7,Flavonol_17.5,Flavonol_18.5,Junk_18.7,Indole_18.8
156,2,158-P2-D8-210.D,NA,P2-D-08,D2,35,induced,22.9187,,20.84437,131.85109,,281.13412,,37.85934,,,6.81823,18.69697,113.99685,,10.24913,,6.95546
157,2,159-P2-E8-211.D,NA,P2-E-08,D2,36,clamped,,,23.01594,39.36885,,576.80853,,32.04188,8.95331,,20.60092,24.63341,,17.05532,31.34387,,7.52477
158,2,160-P2-F8-212.D,NA,P2-F-08,D2,36,induced,,,24.4508,33.77044,,253.47589,,13.52989,10.89505,,13.57987,28.8496,163.87697,,27.28432,,9.06734
159,2,161-P2-G8-213.D,NA,P2-G-08,D2,37,clamped,26.95618,,,649.88287,,136.34006,,,28.57704,,,15.08198,33.33263,13.671,26.6647,,9.99514
160,2,162-P2-H8-214.D,NA,P2-H-08,D2,37,induced,41.60059,,,1040.27051,14.28795,13.00182,,,30.44977,,8.71506,10.68649,288.61102,,23.39476,5.86691,9.05495
161,2,163-P2-A9-215.D,NA,P2-A-09,D2,38,clamped,28.40948,,,1005.43396,,12.62512,,20.59877,17.88859,,,22.04768,,,44.73375,7.51209,13.31246
162,2,164-P2-B9-216.D,NA,P2-B-09,D2,38,induced,40.69653,,,891.06561,,,,,36.00873,,,49.45297,68.48183,,60.79624,,10.07508
163,2,165-P2-C9-217.D,NA,P2-C-09,D2,39,clamped,,,38.55058,30.65614,,399.6539,,19.88334,23.77629,,21.59614,27.61745,20.9765,8.63097,34.16892,,10.06165
164,2,166-P2-D9-218.D,NA,P2-D-09,D2,39,induced,,,41.62629,40.3919,,283.24597,,22.36458,13.38467,,28.66327,18.48383,99.94135,,22.08705,,6.91104
165,2,167-P2-E9-219.D,NA,P2-E-09,D2,40,clamped,,112.30154,,,14.3486,473.63806,,,,,,21.16642,11.13954,44.06902,39.16546,,8.01668
166,2,168-P2-F9-220.D,NA,P2-F-09,D2,40,induced,,73.22379,,,,469.9339,,,,,,28.35636,30.21982,,15.17581,,9.75975
167,2,169-P2-G9-221.D,NA,P2-G-09,D2,41,clamped,,152.84828,17.67044,,,476.26599,,,,,,26.06955,150.60434,19.99921,32.07742,,11.03172
168,2,170-P2-H9-222.D,NA,P2-H-09,D2,41,induced,,224.06863,35.42372,13.48699,11.55882,442.8111,,,,,,9.25884,396.36249,,34.86601,,9.57318
169,2,171-P2-A10-223.D,NA,P2-A-10,D2,42,clamped,,,37.79342,17.36787,,960.45929,10.19966,,83.08125,,,16.69087,40.51504,38.62317,29.23913,,10.51066
170,2,172-P2-B10-224.D,NA,P2-B-10,D2,42,induced,,,75.1249,17.17561,,1110.43115,8.76902,,109.54685,14.76631,13.11741,29.04716,36.96537,12.59168,30.56567,,10.78001
171,2,173-P2-C10-225.D,NA,P2-C-10,D2,43,clamped,,,23.01357,27.97509,,1910.67334,13.88607,,44.0622,35.48634,38.22823,25.02857,113.82027,33.66181,70.47062,,17.46801
172,2,174-P2-D10-226.D,NA,P2-D-10,D2,43,induced,,,60.95072,25.58154,,1379.65393,10.69815,,66.28093,19.46821,18.04686,32.33707,139.24141,83.04648,112.63039,,7.82499
173,2,175-P2-E10-227.D,NA,P2-E-10,D2,44,clamped,20.37554,,,458.01773,,13.08575,,16.82565,,8.27708,,6.80408,18.38446,,17.49534,,7.70485
174,2,176-P2-F10-228.D,NA,P2-F-10,D2,44,induced,46.63496,,,412.05682,,15.37228,,34.13067,,,,6.77891,60.85022,,34.9189,,34.3234
175,2,177-P2-G10-229.D,NA,P2-G-10,D2,45,clamped,31.92854,,19.13987,37.82262,,100.72842,,34.10593,,,12.38747,22.91756,14.64545,18.31044,45.74524,,11.081
176,2,178-P2-H10-230.D,NA,P2-H-10,D2,45,induced,24.65239,,20.84207,87.21907,,262.54288,,35.85295,,,15.52035,21.17782,310.14529,,45.58189,,10.45931
177,2,179-P2-A11-231.D,NA,P2-A-11,D2,46,clamped,,,20.13229,18.65793,19.48528,262.23422,,,,,,20.47698,44.55452,17.33341,56.10795,13.26224,15.7808
178,2,180-P2-B11-232.D,NA,P2-B-11,D2,46,induced,,,54.54426,,26.16615,634.88953,,,,,,19.43993,166.84341,,20.13812,,10.19923
179,2,181-P2-C11-233.D,NA,P2-C-11,D2,47,clamped,,,12.90988,,18.39447,789.52008,,,,,,43.2934,38.56936,11.45807,43.93061,7.92806,11.63971
180,2,182-P2-D11-234.D,NA,P2-D-11,D2,47,induced,,,19.37794,,18.76945,650.31049,,,,,,39.93435,53.10326,10.80022,33.36295,,7.86833
181,2,183-P2-E11-235.D,NA,P2-E-11,D2,48,clamped,,,,54.1378,,404.40714,,,,,,14.00909,,,47.5899,,9.60789
182,2,184-P2-F11-236.D,NA,P2-F-11,D2,48,induced,,,37.0802,92.94505,,585.96155,,16.42114,,,22.67914,12.32071,40.36169,,32.93847,17.59052,15.05445
183,2,185-P2-G11-237.D,NA,P2-G-11,D3,1,clamped,,66.15562,36.5881,,15.5653,789.87769,,,,,13.82685,26.15425,,,44.8769,,12.59342
184,2,186-P2-H11-238.D,NA,P2-H-11,D3,1,induced,,32.92039,17.41817,,,419.48306,,,,,,9.69219,13.25102,,6.70989,,10.37147
185,2,187-P2-A12-239.D,NA,P2-A-12,D3,2,clamped,18.5997,,,47.90182,,55.60818,,,,,,9.28698,,,20.95374,,10.35339
186,2,188-P2-B12-240.D,NA,P2-B-12,D3,2,induced,26.38063,,18.50758,36.65122,,67.4339,,,,6.25629,,,39.69078,,17.7727,,9.97253
187,2,189-P2-C12-241.D,NA,P2-C-12,D3,3,clamped,52.59953,,,38.21115,,112.75621,,,,,,26.16981,22.46084,18.66224,49.21349,9.33971,14.22172
188,2,190-P2-D12-242.D,NA,P2-D-12,D3,3,induced,20.67509,,14.80172,47.24062,,72.82439,,,,,,13.57413,108.6055,,18.15023,,7.83968
189,2,191-P2-E12-243.D,NA,P2-E-12,D3,4,clamped,34.8259,,,554.79291,,15.83052,,42.41713,24.7861,20.39881,15.23495,8.86631,72.33965,15.06729,48.05529,,9.20439
190,2,192-P2-F12-244.D,NA,P2-F-12,D3,4,induced,31.43873,,,599.22467,,20.49561,,51.01878,45.06938,7.35133,12.11376,13.5891,107.96035,,44.0093,,12.86921
191,2,193-P2-G12-245.D,NA,P2-G-12,D3,5,clamped,,59.32417,,,36.15182,375.28534,,,,,,26.94322,68.62476,9.18016,25.31293,,11.38
192,2,194-P2-H12-246.D,NA,P2-H-12,D3,5,induced,,101.63408,33.70129,,22.01256,389.62231,,,,,,20.24488,221.47336,,40.10144,,10.82282
1,3,002-P1-A1-055.D,NA,P1-A-01,D3,6,clamped,55.64079,,,44.3182,,29.09148,,24.25942,,,,,,,14.67586,,
2,3,003-P1-B1-056.D,NA,P1-B-01,D3,6,induced,74.48711,,,46.47591,,22.2262,,66.21845,,,,7.85904,50.15068,,15.1502,,
3,3,004-P1-C1-057.D,NA,P1-C-01,D3,7,clamped,60.46009,,37.9866,53.01319,,250.80508,,36.55671,17.42635,,10.10724,14.63316,,10.34484,26.64489,,
4,3,005-P1-D1-058.D,NA,P1-D-01,D3,7,induced,30.22823,,25.58624,124.60755,,382.3923,,35.81193,,,11.39535,15.90685,87.50574,,18.08673,,
5,3,006-P1-E1-059.D,NA,P1-E-01,D3,8,clamped,,,,101.42433,,284.84326,,,,,,19.25955,,,60.04824,,
6,3,007-P1-F1-060.D,NA,P1-F-01,D3,8,induced,48.03829,,40.8866,143.43022,,300.46194,,,,15.70026,,8.2824,24.97082,,19.5652,,
7,3,008-P1-G1-061.D,NA,P1-G-01,D3,9,clamped,55.29995,,,504.85748,,,,31.26329,,6.84338,,9.21249,,22.24081,27.64759,,
8,3,009-P1-H1-062.D,NA,P1-H-01,D3,9,induced,93.3073,,,394.95715,,,,58.18314,,,,14.12268,18.65785,7.46731,31.13729,,35.66153
9,3,010-P1-A2-063.D,NA,P1-A-02,D3,10,clamped,,,24.51419,57.61014,,1699.49109,13.86747,,77.3365,14.17887,,21.55685,25.37174,16.93672,24.2606,,
10,3,011-P1-B2-064.D,NA,P1-B-02,D3,10,induced,,,98.49654,33.15458,21.24043,1224.78943,10.31656,,121.0619,9.03993,15.46268,26.03828,423.74753,,40.36076,,
11,3,012-P1-C2-065.D,NA,P1-C-02,D3,11,clamped,61.87248,,32.83794,22.79169,,88.46712,,13.23615,,,,23.29224,13.17076,10.20384,39.43442,,
12,3,013-P1-D2-066.D,NA,P1-D-02,D3,11,induced,18.15642,,27.9973,63.74068,,170.48378,,,,,,18.91762,175.02406,,20.62888,,
13,3,014-P1-E2-067.D,NA,P1-E-02,D3,12,clamped,46.35181,,,288.31229,,20.65115,,22.95475,,,,7.39555,,,29.17858,,40.25772
14,3,015-P1-F2-068.D,NA,P1-F-02,D3,12,induced,52.08759,,,377.57242,,27.89211,,25.51298,,,,13.48226,,,31.55418,,41.23057
15,3,016-P1-G2-069.D,NA,P1-G-02,D3,13,clamped,26.367,,,93.98866,,268.6777,,,,,,12.06436,,,20.75423,,6.15945
16,3,017-P1-H2-070.D,NA,P1-H-02,D3,13,induced,80.24964,,45.37529,119.64648,,192.77373,,39.63194,,,10.16531,10.19588,37.48035,,38.00765,,43.34654
17,3,018-P1-A3-071.D,NA,P1-A-03,D3,14,clamped,25.28419,,,609.20947,,,,41.0983,,47.84851,,10.425,18.42672,,26.25196,,
18,3,019-P1-B3-072.D,NA,P1-B-03,D3,14,induced,98.75298,,,813.05627,,,,96.84886,,47.73675,12.26046,7.58762,70.44525,,29.80596,,
19,3,020-P1-C3-073.D,NA,P1-C-03,D3,15,induced,,,,168.49442,,458.70181,,12.6022,,23.53554,10.9399,10.41641,39.56096,,25.10294,,
20,3,021-P1-D3-074.D,NA,P1-D-03,D3,16,clamped,,,,,16.1396,491.22485,,,,22.01685,,15.07339,106.86684,15.57214,32.49435,,
21,3,022-P1-E3-075.D,NA,P1-E-03,D3,16,induced,,,11.38918,,16.78142,288.27362,,,,18.49526,,12.47705,225.08507,,63.39824,,32.87956
22,3,023-P1-F3-076.D,NA,P1-F-03,D3,17,clamped,49.62482,,35.76009,118.00967,,312.39807,,,,,,8.21127,12.62589,,23.3154,,
23,3,024-P1-G3-077.D,NA,P1-G-03,D3,17,induced,16.00326,,12.66993,138.14221,,307.74442,,,,,,14.45084,389.55069,,52.95395,,16.95569
24,3,025-P1-H3-078.D,NA,P1-H-03,D3,18,clamped,,,,14.56232,,1097.82141,10.56039,,,,12.0914,24.59106,79.11167,8.26008,72.43355,,52.15495
25,3,026-P1-A4-079.D,NA,P1-A-04,D3,19,clamped,67.04951,,12.31791,145.006,,605.82813,,54.16069,,,8.29531,48.58715,64.47898,8.80871,52.25835,,
26,3,027-P1-B4-080.D,NA,P1-B-04,D3,18,induced,,,,,,370.4628,,,,,,12.83112,31.47488,,24.39286,,6.15817
27,3,028-P1-C4-081.D,NA,P1-C-04,D3,19,induced,31.84033,,13.29225,71.11479,,217.45586,,18.29088,,7.16474,,22.12364,165.94981,,53.74354,,42.90907
28,3,029-P1-D4-082.D,NA,P1-D-04,D3,20,clamped,55.85709,,31.10575,,,82.82601,,,,41.23535,,15.89072,40.75971,11.53984,43.22597,,
29,3,030-P1-E4-083.D,NA,P1-E-04,D3,20,induced,37.05444,,39.49047,48.1398,,138.83954,,,9.89365,188.76886,,16.46571,128.23106,52.82243,64.83763,,
30,3,031-P1-F4-084.D,NA,P1-F-04,D3,21,clamped,84.97524,,74.86846,44.73965,,107.06034,,35.36167,,,,14.38029,23.66314,34.24835,98.69848,,
31,3,032-P1-G4-085.D,NA,P1-G-04,D3,21,induced,23.99483,,22.29828,87.03352,,219.73209,,12.36876,,,,12.4117,38.94396,,28.17769,,
32,3,033-P1-H4-086.D,NA,P1-H-04,D3,22,clamped,87.24547,,,224.07513,,70.4009,,26.51435,,,,10.22828,15.44106,11.24134,40.22627,,6.89044
33,3,034-P1-A5-087.D,NA,P1-A-05,D3,22,induced,48.86951,,,193.35022,,61.54543,,24.12691,,9.76658,,,30.9251,,52.64734,,57.32676
34,3,035-P1-B5-088.D,NA,P1-B-05,D3,23,clamped,49.70278,,,22.58186,,59.15594,,25.84782,,15.78918,,12.41834,55.90143,34.56326,39.35556,,
35,3,036-P1-C5-089.D,NA,P1-C-05,D3,23,induced,19.55698,,,93.97192,,162.83417,,36.10744,,,,20.51182,226.96419,,32.29014,,7.79443
36,3,037-P1-D5-090.D,NA,P1-D-05,D3,24,clamped,16.00647,,,1087.49744,41.55132,13.88721,,,,,,26.45702,,,35.2378,,
37,3,038-P1-E5-091.D,NA,P1-E-05,D3,24,induced,20.21799,,,926.49908,32.12833,15.49473,,,,,,23.98918,23.43798,,34.92746,,
38,3,039-P1-F5-092.D,NA,P1-F-05,D3,25,clamped,152.80284,,17.68089,292.88773,,268.78088,,56.86115,,22.38202,,20.0786,71.65937,31.90847,54.1864,,
39,3,040-P1-G5-093.D,NA,P1-G-05,D3,25,induced,101.71136,,21.04375,607.53119,,452.87094,,28.90315,,52.6206,,,1036.76758,16.61243,65.40763,,11.04292
40,3,041-P1-H5-094.D,NA,P1-H-05,D3,26,clamped,,,,39.02597,,1180.95801,12.11872,51.5225,,7.11863,,40.67901,20.16148,9.50978,46.78548,,
41,3,042-P1-A6-095.D,NA,P1-A-06,D3,26,induced,,,37.96098,40.634,25.49934,1575.552,13.38324,82.17493,,40.90611,,42.81673,60.75003,,68.15504,,24.18946
42,3,043-P1-B6-096.D,NA,P1-B-06,D3,27,clamped,33.81119,,,588.16382,,40.99712,,57.26725,,15.98164,,8.08878,14.62552,16.92047,40.27601,,5.95591
43,3,044-P1-C6-097.D,NA,P1-C-06,D3,27,induced,54.01649,,,1142.42798,,33.15191,,55.53913,,13.53547,,8.28667,38.61904,,47.13193,,
44,3,045-P1-D6-098.D,NA,P1-D-06,D3,28,clamped,,,,390.8273,,500.6835,,25.67902,,10.56232,,21.24651,24.3783,13.01792,43.52054,,
45,3,046-P1-E6-099.D,NA,P1-E-06,D3,28,induced,91.68644,,27.81282,320.35785,,335.88495,,20.88614,,8.92481,9.24902,11.84902,455.65958,,62.4575,,11.90158
46,3,047-P1-F6-100.D,NA,P1-F-06,D3,29,clamped,74.04063,,,1233.82202,84.25198,26.94969,,19.31353,,21.01705,,36.13158,62.78885,30.93958,25.51824,,
47,3,048-P1-G6-101.D,NA,P1-G-06,D3,29,induced,136.20453,,,557.86572,84.69944,,,17.09467,,,,24.54576,66.66208,16.60269,42.10771,,
48,3,049-P1-H6-102.D,NA,P1-H-06,D3,30,clamped,,,60.55135,32.97129,26.45994,1303.71875,12.34207,90.87925,,,,20.15853,,30.67646,26.75033,,6.89697
49,3,050-P1-A7-103.D,NA,P1-A-07,D3,30,induced,,,16.51841,16.69987,,966.85864,,62.62608,,,,14.34345,10.0893,,33.98424,,36.38832
50,3,051-P1-B7-104.D,NA,P1-B-07,D3,31,clamped,,67.78794,15.67297,59.97362,,425.54263,,,,,,14.26153,,,23.08657,,7.51572
51,3,052-P1-C7-105.D,NA,P1-C-07,D3,31,induced,24.9567,194.03171,25.32308,212.60703,,483.89395,,,,,8.508,14.44397,,,22.15023,,5.28713
52,3,053-P1-D7-106.D,NA,P1-D-07,D3,32,clamped,,,,,,419.28882,,,,,,22.84948,45.78773,28.12483,23.20848,,
53,3,054-P1-E7-107.D,NA,P1-E-07,D3,32,induced,,,51.37107,,,368.67648,,,,,,11.58544,38.80024,,25.62643,,32.32697
54,3,055-P1-F7-108.D,NA,P1-F-07,D3,33,clamped,26.23301,152.92111,27.65043,202.09848,,762.87665,,49.623,,,21.01763,19.49199,18.26072,24.7865,29.17191,,6.98744
55,3,056-P1-G7-109.D,NA,P1-G-07,D3,33,induced,66.856,134.40587,23.04888,304.01434,,524.24683,,54.22534,,,23.39249,9.42917,,,14.75478,,7.63928
56,3,057-P1-H7-110.D,NA,P1-H-07,D3,34,clamped,32.72496,,15.0183,68.1774,,211.22581,,15.54945,,,,13.88245,,12.89196,22.60759,,26.57916
57,3,058-P1-A8-111.D,NA,P1-A-08,D3,34,induced,17.09461,,21.62481,63.3452,,204.5083,,16.63164,,,,25.90218,11.18628,,22.88002,,35.42923
58,3,059-P1-B8-112.D,NA,P1-B-08,D3,35,clamped,,67.81139,,22.78118,,597.87085,,,,,,16.27426,,,14.01418,,5.68571
59,3,060-P1-C8-113.D,NA,P1-C-08,D3,35,induced,,197.08757,,17.34886,,638.68549,,,,,,10.71441,52.61631,,28.94375,,35.18685
60,3,061-P1-D8-114.D,NA,P1-D-08,D3,36,clamped,,,,19.89531,,428.68689,,34.2701,,,,25.79513,,8.64701,24.14266,,28.77823
61,3,062-P1-E8-115.D,NA,P1-E-08,D3,36,induced,,,71.87326,33.89256,,881.16498,,58.98361,,,,24.87029,14.7171,,22.42697,,34.53046
62,3,063-P1-F8-116.D,NA,P1-F-08,D3,37,clamped,25.44184,,,546.04285,,160.38556,,29.92213,,53.42434,,20.83969,53.3679,12.68787,44.33574,,7.1125
63,3,064-P1-G8-117.D,NA,P1-G-08,D3,37,induced,24.27959,,,522.35645,,132.97873,,34.1317,,10.07574,,26.90035,101.96323,,48.74755,,28.0017
64,3,065-P1-H8-118.D,NA,P1-H-08,D3,38,clamped,,,14.6433,16.44619,,637.11261,,,,26.41602,10.52809,18.00766,36.2545,,35.52238,,7.31249
65,3,066-P1-A9-119.D,NA,P1-A-09,D3,38,induced,,,,,,760.71338,,,,,,27.53815,,,29.69757,,28.38777
66,3,067-P1-B9-120.D,NA,P1-B-09,D3,39,clamped,,,,684.97607,,47.53966,,13.72554,,63.41033,,9.63864,37.3456,33.66127,48.02667,,6.36954
67,3,068-P1-C9-121.D,NA,P1-C-09,D3,39,induced,100.03138,,,421.86566,,31.47626,,54.24597,,45.59708,,7.01771,153.93898,13.67264,27.16072,,5.72285
68,3,069-P1-D9-122.D,NA,P1-D-09,D3,40,clamped,,,19.61124,,27.50725,638.08801,,,,,,32.80475,23.31619,13.72189,44.92054,,14.35308
69,3,070-P1-E9-123.D,NA,P1-E-09,D3,40,induced,,,46.84695,,20.27149,295.78854,,,,,,21.12856,29.91165,,20.59672,,5.46657
70,3,071-P1-F9-124.D,NA,P1-F-09,D3,41,clamped,,,80.11147,15.9118,13.58393,1019.21063,13.86528,62.47101,,262.64597,28.65181,26.62815,167.33037,55.2989,66.33151,,7.86673
71,3,072-P1-G9-125.D,NA,P1-G-09,D3,41,induced,,,87.2592,26.85467,,1864.04272,20.98427,109.86611,,145.29639,21.26746,50.88174,135.92429,95.86389,151.94122,,7.45049
72,3,073-P1-H9-126.D,NA,P1-H-09,D3,42,clamped,53.60298,,,457.98187,,23.37885,,20.76151,,18.66627,,10.25008,22.42525,14.98369,40.6332,,6.10676
73,3,074-P1-A10-127.D,NA,P1-A-10,D3,42,induced,50.26302,,,440.00131,,,,18.83926,,,,15.08541,23.90671,,19.95772,,6.30765
74,3,075-P1-B10-128.D,NA,P1-B-10,D3,43,clamped,,,,41.98818,,456.47479,,9.40916,10.90753,,,50.26572,22.33925,20.47939,66.29095,,8.53594
75,3,076-P1-C10-129.D,NA,P1-C-10,D3,43,induced,,,22.81797,15.76996,,224.77121,,10.44512,,,,17.92488,95.20817,,21.60954,,8.56166
76,3,077-P1-D10-130.D,NA,P1-D-10,D3,44,clamped,,,,399.11005,,14.84865,,,,58.4774,,26.86313,25.47076,,54.78016,,5.22419
77,3,078-P1-E10-131.D,NA,P1-E-10,D3,44,induced,,,,536.27502,,,,,,14.36691,,9.96828,112.18395,,21.18388,,5.08049
78,3,079-P1-F10-132.D,NA,P1-F-10,D3,45,clamped,26.00842,,,249.37086,,266.73822,,26.96784,23.82313,,,27.07748,14.73832,16.27088,37.40434,,7.0741
79,3,080-P1-G10-133.D,NA,P1-G-10,D3,45,induced,38.10444,,,176.50146,,145.46979,,15.0233,18.03984,,,,45.05825,,32.49084,,41.11108
80,3,081-P1-H10-134.D,NA,P1-H-10,D3,46,clamped,,,24.34743,24.05688,,214.50711,,15.38048,,13.45883,14.63878,26.47754,26.97425,13.81753,66.05132,,21.09809
81,3,082-P1-A11-135.D,NA,P1-A-11,D3,46,induced,34.61031,,79.32322,55.38614,,344.41403,,33.06126,,9.38288,20.58773,23.01731,697.00739,,83.72917,,6.06892
82,3,083-P1-B11-136.D,NA,P1-B-11,D3,47,clamped,,,47.82235,,,1114.57532,10.87674,,57.92713,,,71.43993,53.70522,7.09314,55.27046,,30.01231
83,3,084-P1-C11-137.D,NA,P1-C-11,D3,47,induced,,,52.8986,,,743.21387,,,36.18993,20.80879,,42.32788,56.9788,,30.09777,,7.59196
84,3,085-P1-D11-138.D,NA,P1-D-11,D3,48,clamped,34.45492,,22.86512,72.99405,,314.9046,,55.08041,,,15.98558,33.2386,,32.57809,75.07011,,7.91915
85,3,086-P1-E11-139.D,NA,P1-E-11,D3,48,induced,21.55285,,15.52655,86.09489,,258.08923,,31.39343,,,,21.3649,47.32018,,31.16782,,33.21774
86,3,087-P1-F11-140.D,NA,P1-F-11,D4,1,clamped,48.246,,,771.5022,,54.58393,,79.03445,,,,10.13229,11.53597,,22.68058,,7.53901
87,3,088-P1-G11-141.D,NA,P1-G-11,D4,1,induced,66.09306,,,793.48242,,40.10754,,42.50298,,,,11.92142,9.25007,,23.82084,,8.8498
88,3,089-P1-H11-142.D,NA,P1-H-11,D4,2,clamped,84.89027,,,248.9584,,15.34138,,43.74332,,,,,,,22.5666,,7.91807
89,3,090-P1-A12-143.D,NA,P1-A-12,D4,2,induced,122.89047,,,593.94885,,17.28439,,46.46416,,,,,,,19.41444,,41.67396
90,3,091-P1-B12-144.D,NA,P1-B-12,D4,3,clamped,,68.9194,62.24518,,43.22486,392.34247,,,,,17.75608,31.69062,,,30.60347,,8.49801
91,3,092-P1-C12-145.D,NA,P1-C-12,D4,3,induced,,164.66798,21.68218,,43.61164,391.90387,,,,,9.2727,42.12585,,15.70787,63.66779,,8.36614
92,3,093-P1-D12-146.D,NA,P1-D-12,D4,4,clamped,34.46293,,27.86659,47.6833,,141.10985,,20.78956,,6.39628,11.75181,26.64051,105.81142,8.05044,52.12921,,6.39744
93,3,094-P1-E12-147.D,NA,P1-E-12,D4,4,induced,25.21057,,27.8444,39.09104,,130.90157,,11.66581,,,,17.46644,168.97736,,35.80042,,30.5197
94,3,095-P1-F12-148.D,NA,P1-F-12,D4,5,clamped,,,,80.98573,,490.54507,,,,,,41.58001,,,47.9552,,9.0366
95,3,096-P1-G12-149.D,NA,P1-G-12,D4,5,induced,42.23251,,97.35549,202.36172,,1115.31506,13.39762,25.8687,12.10653,33.43277,21.50473,12.49886,85.75535,,44.32329,,9.28654
96,3,097-P1-H12-150.D,NA,P1-H-12,D4,6,clamped,,,22.87245,62.7157,,873.60742,,,68.8543,,,33.09414,9.8123,31.27584,25.86437,,10.36773
1,4,002-P1-A1-120.D,NA,P1-A-01,D4,11,induced,,,23.92521,22.53256,,252.46712,,21.81034,,,45.06731,13.23376,,,29.36211,,9.71622
2,4,003-P1-B1-121.D,NA,P1-B-01,D4,12,clamped,,,,18.85806,,809.86499,,8.3147,,,13.49812,20.94558,,11.88835,100.02213,,11.63492
3,4,004-P1-C1-122.D,NA,P1-C-01,D4,12,induced,17.23614,,,107.46447,,119.57926,,37.78591,,,,7.37303,12.6566,,9.43705,,9.7636
4,4,005-P1-D1-123.D,NA,P1-D-01,D4,13,clamped,20.77255,,,125.07552,,145.84389,,72.28618,12.84683,,,8.78163,13.89467,53.20377,75.53948,,34.86794
5,4,006-P1-E1-124.D,NA,P1-E-01,D4,13,induced,,,28.57827,15.48263,,981.41779,9.50987,,57.59153,,8.42368,30.31212,24.25251,,17.59289,,7.68715
6,4,007-P1-F1-125.D,NA,P1-F-01,D4,14,clamped,,,89.12129,31.09383,18.85102,996.10883,9.88511,,103.24793,,9.56979,25.9243,15.09904,26.2619,33.93948,,9.22049
7,4,008-P1-G1-126.D,NA,P1-G-01,D4,14,induced,,,,637.69391,35.9874,30.37357,,,9.66639,,,10.9045,96.75838,,21.05511,,40.30977
8,4,009-P1-H1-127.D,NA,P1-H-01,D4,15,clamped,92.81864,,,1578.09973,45.98319,53.04095,,,11.72134,,,27.52839,11.03959,17.74359,29.10957,,12.31384
9,4,010-P1-A2-128.D,NA,P1-A-02,D4,15,induced,,,,12.26025,18.38055,592.94489,,,,,,16.06401,33.29599,,39.44908,,68.74369
10,4,011-P1-B2-129.D,NA,P1-B-02,D4,16,clamped,,,,,21.27743,390.59335,,,,,,20.6692,7.91367,46.87958,60.934,,22.63594
11,4,012-P1-C2-130.D,NA,P1-C-02,D4,16,induced,,,36.48586,,,212.90941,,,,,,16.12886,450.77869,,49.77603,35.74632,15.42371
12,4,013-P1-D2-131.D,NA,P1-D-02,D4,18,induced,,,44.49602,13.89088,,1082.75269,11.30369,,85.75382,,29.11982,25.72775,22.56154,,35.48731,,36.48065
13,4,014-P1-E2-132.D,NA,P1-E-02,D4,19,random leaf,,,17.8659,27.33464,13.04617,1062.62451,19.17515,,92.3769,,,18.54948,9.60847,42.02709,70.3612,,51.2608
14,4,015-P1-F2-133.D,NA,P1-F-02,D4,20,clamped,36.30104,,,351.80331,,216.31934,,18.70492,31.91846,,,9.23654,219.43979,,64.14903,27.22403,16.38531
15,4,016-P1-G2-134.D,NA,P1-G-02,D4,20,induced,35.88238,,,259.59073,,274.08383,,33.00901,25.25982,,,10.82043,23.90289,27.58732,97.40516,,10.41095
16,4,017-P1-H2-135.D,NA,P1-H-02,D4,21,clamped,,,,,,900.69806,11.54997,,,,12.69887,7.25105,20.64956,,32.25169,,53.28004
17,4,018-P1-A3-136.D,NA,P1-A-03,D4,21,induced,,,,19.4637,,880.19733,,,,,,9.70947,31.84776,39.89124,42.34639,,47.94014
18,4,019-P1-B3-137.D,NA,P1-B-03,D4,22,clamped,,,,19.74583,18.88275,1029.39465,,,90.35496,,,14.28804,26.48659,,41.68035,,41.24123
19,4,020-P1-C3-138.D,NA,P1-C-03,D4,22,induced,,,20.96597,,,666.88116,,,32.77559,,,24.19585,,,16.54038,,10.13019
20,4,021-P1-D3-139.D,NA,P1-D-03,D4,23,induced,28.54118,,,366.14075,,13.28656,,,95.37057,,,14.0241,9.77207,,42.63807,,85.21955
21,4,022-P1-E3-140.D,NA,P1-E-03,D4,24,induced,44.99855,,,253.67984,,41.04061,,,87.95624,,11.72419,8.11348,15.67885,16.52942,25.52154,,7.914
22,4,023-P1-F3-141.D,NA,P1-F-03,D4,25,induced,,,13.17282,48.64711,48.01941,1810.14172,19.54569,,136.22035,,,15.65189,123.04906,18.00585,84.32391,,16.05604
23,4,024-P1-G3-142.D,NA,P1-G-03,D4,27,clamped,,,,17.91658,22.50605,1177.65698,10.92471,,84.2989,,8.52993,17.07973,117.77711,97.69287,59.03537,26.50473,17.95511
24,4,025-P1-H3-143.D,NA,P1-H-03,D4,27,induced,142.31555,,51.6772,804.13525,,287.96729,,,143.28021,,69.24629,37.38031,416.81073,,108.22887,34.47942,16.60418
25,4,026-P1-A4-144.D,NA,P1-A-04,D4,28,clamped,,,28.19519,,47.43614,719.09015,,,,,,45.44519,157.72972,8.55469,92.84834,25.96175,17.37592
26,4,027-P1-B4-145.D,NA,P1-B-04,D4,28,induced,,,,,32.06412,1103.8772,10.43533,,,,,26.23447,141.978,,64.4868,13.61101,26.77859
27,4,028-P1-C4-146.D,NA,P1-C-04,D4,29,clamped,,,,,36.85928,778.51086,,,,,,49.0834,81.7524,,68.65868,,9.48467
